# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "-M" "--fraction" "-t" "region" "-g" "ID" "-a" "../../07_transcriptomics/dfir_regions.gff" "-o" "regions_sRNA.txt" "ShortStack_1701260578/merged_alignments.bam" 
Geneid	Chr	Start	End	Strand	Length	ShortStack_1701260578/merged_alignments.bam
contig_25_np1212:47501..50000	contig_25_np1212	47501	50000	+	2500	19
contig_25_np1212:50001..52500	contig_25_np1212	50001	52500	+	2500	11
contig_25_np1212:52501..55000	contig_25_np1212	52501	55000	+	2500	80.50
contig_25_np1212:55001..57500	contig_25_np1212	55001	57500	+	2500	72.50
contig_25_np1212:57501..60000	contig_25_np1212	57501	60000	+	2500	20
contig_25_np1212:60001..62500	contig_25_np1212	60001	62500	+	2500	22
contig_25_np1212:62501..65000	contig_25_np1212	62501	65000	+	2500	12
contig_25_np1212:65001..67500	contig_25_np1212	65001	67500	+	2500	4
contig_25_np1212:67501..70000	contig_25_np1212	67501	70000	+	2500	11
contig_25_np1212:70001..72500	contig_25_np1212	70001	72500	+	2500	10
contig_25_np1212:72501..75000	contig_25_np1212	72501	75000	+	2500	109
contig_25_np1212:75001..77500	contig_25_np1212	75001	77500	+	2500	78.50
contig_25_np1212:77501..80000	contig_25_np1212	77501	80000	+	2500	114.50
contig_25_np1212:80001..82500	contig_25_np1212	80001	82500	+	2500	44
contig_25_np1212:82501..85000	contig_25_np1212	82501	85000	+	2500	4.50
contig_25_np1212:85001..87500	contig_25_np1212	85001	87500	+	2500	47.50
contig_25_np1212:87501..90000	contig_25_np1212	87501	90000	+	2500	24
contig_25_np1212:90001..92500	contig_25_np1212	90001	92500	+	2500	19
contig_25_np1212:92501..95000	contig_25_np1212	92501	95000	+	2500	48
contig_25_np1212:95001..97500	contig_25_np1212	95001	97500	+	2500	14
contig_25_np1212:97501..100000	contig_25_np1212	97501	100000	+	2500	2
contig_25_np1212:100001..102500	contig_25_np1212	100001	102500	+	2500	13
contig_25_np1212:102501..105000	contig_25_np1212	102501	105000	+	2500	5
contig_25_np1212:105001..107500	contig_25_np1212	105001	107500	+	2500	15
contig_25_np1212:107501..110000	contig_25_np1212	107501	110000	+	2500	5
contig_25_np1212:110001..112500	contig_25_np1212	110001	112500	+	2500	28
contig_25_np1212:112501..115000	contig_25_np1212	112501	115000	+	2500	25
contig_25_np1212:115001..117500	contig_25_np1212	115001	117500	+	2500	24.50
contig_25_np1212:117501..120000	contig_25_np1212	117501	120000	+	2500	545
contig_25_np1212:120001..122500	contig_25_np1212	120001	122500	+	2500	66.50
contig_25_np1212:122501..125000	contig_25_np1212	122501	125000	+	2500	30
contig_25_np1212:125001..127500	contig_25_np1212	125001	127500	+	2500	12
contig_25_np1212:127501..130000	contig_25_np1212	127501	130000	+	2500	20
contig_25_np1212:130001..132500	contig_25_np1212	130001	132500	+	2500	17
contig_25_np1212:132501..135000	contig_25_np1212	132501	135000	+	2500	28
contig_25_np1212:135001..137500	contig_25_np1212	135001	137500	+	2500	99
contig_25_np1212:137501..140000	contig_25_np1212	137501	140000	+	2500	22
contig_25_np1212:140001..142500	contig_25_np1212	140001	142500	+	2500	82
contig_25_np1212:142501..145000	contig_25_np1212	142501	145000	+	2500	7
contig_25_np1212:145001..147500	contig_25_np1212	145001	147500	+	2500	9
contig_25_np1212:147501..150000	contig_25_np1212	147501	150000	+	2500	311
contig_25_np1212:150001..152500	contig_25_np1212	150001	152500	+	2500	4
contig_25_np1212:152501..155000	contig_25_np1212	152501	155000	+	2500	6
contig_25_np1212:155001..157500	contig_25_np1212	155001	157500	+	2500	18
contig_25_np1212:157501..160000	contig_25_np1212	157501	160000	+	2500	6
contig_25_np1212:160001..162500	contig_25_np1212	160001	162500	+	2500	0
contig_25_np1212:162501..165000	contig_25_np1212	162501	165000	+	2500	94
contig_25_np1212:165001..167500	contig_25_np1212	165001	167500	+	2500	24
contig_25_np1212:167501..170000	contig_25_np1212	167501	170000	+	2500	34
contig_25_np1212:170001..172500	contig_25_np1212	170001	172500	+	2500	19
contig_25_np1212:172501..175000	contig_25_np1212	172501	175000	+	2500	2716.50
contig_25_np1212:175001..177500	contig_25_np1212	175001	177500	+	2500	25.50
contig_25_np1212:177501..180000	contig_25_np1212	177501	180000	+	2500	6
contig_25_np1212:180001..182500	contig_25_np1212	180001	182500	+	2500	37
contig_25_np1212:182501..185000	contig_25_np1212	182501	185000	+	2500	6
contig_25_np1212:185001..187500	contig_25_np1212	185001	187500	+	2500	13
contig_25_np1212:187501..190000	contig_25_np1212	187501	190000	+	2500	8
contig_25_np1212:190001..192500	contig_25_np1212	190001	192500	+	2500	16
contig_25_np1212:192501..195000	contig_25_np1212	192501	195000	+	2500	40
contig_25_np1212:195001..197500	contig_25_np1212	195001	197500	+	2500	16
contig_25_np1212:197501..200000	contig_25_np1212	197501	200000	+	2500	31
contig_25_np1212:200001..202500	contig_25_np1212	200001	202500	+	2500	49
contig_25_np1212:202501..205000	contig_25_np1212	202501	205000	+	2500	40.50
contig_25_np1212:205001..207500	contig_25_np1212	205001	207500	+	2500	11.50
contig_25_np1212:207501..210000	contig_25_np1212	207501	210000	+	2500	16
contig_25_np1212:210001..212500	contig_25_np1212	210001	212500	+	2500	13
contig_25_np1212:212501..215000	contig_25_np1212	212501	215000	+	2500	2.50
contig_25_np1212:215001..217500	contig_25_np1212	215001	217500	+	2500	9.50
contig_25_np1212:217501..220000	contig_25_np1212	217501	220000	+	2500	16
contig_25_np1212:220001..222500	contig_25_np1212	220001	222500	+	2500	98
contig_25_np1212:222501..225000	contig_25_np1212	222501	225000	+	2500	8
contig_25_np1212:225001..227500	contig_25_np1212	225001	227500	+	2500	5
contig_25_np1212:227501..230000	contig_25_np1212	227501	230000	+	2500	15
contig_25_np1212:230001..232500	contig_25_np1212	230001	232500	+	2500	10
contig_25_np1212:232501..235000	contig_25_np1212	232501	235000	+	2500	12
contig_25_np1212:235001..237500	contig_25_np1212	235001	237500	+	2500	16
contig_25_np1212:237501..240000	contig_25_np1212	237501	240000	+	2500	25
contig_25_np1212:240001..242500	contig_25_np1212	240001	242500	+	2500	25
contig_25_np1212:242501..245000	contig_25_np1212	242501	245000	+	2500	15
contig_25_np1212:245001..247500	contig_25_np1212	245001	247500	+	2500	13
contig_25_np1212:247501..250000	contig_25_np1212	247501	250000	+	2500	10
contig_25_np1212:250001..252500	contig_25_np1212	250001	252500	+	2500	2
contig_25_np1212:252501..255000	contig_25_np1212	252501	255000	+	2500	222
contig_25_np1212:255001..257500	contig_25_np1212	255001	257500	+	2500	85
contig_25_np1212:257501..260000	contig_25_np1212	257501	260000	+	2500	57
contig_25_np1212:260001..262500	contig_25_np1212	260001	262500	+	2500	9
contig_25_np1212:262501..265000	contig_25_np1212	262501	265000	+	2500	763
contig_25_np1212:265001..267500	contig_25_np1212	265001	267500	+	2500	8
contig_25_np1212:267501..270000	contig_25_np1212	267501	270000	+	2500	6
contig_25_np1212:270001..272500	contig_25_np1212	270001	272500	+	2500	21
contig_25_np1212:272501..275000	contig_25_np1212	272501	275000	+	2500	14.50
contig_25_np1212:275001..277500	contig_25_np1212	275001	277500	+	2500	37.50
contig_25_np1212:277501..280000	contig_25_np1212	277501	280000	+	2500	2
contig_25_np1212:280001..282500	contig_25_np1212	280001	282500	+	2500	5
contig_25_np1212:282501..285000	contig_25_np1212	282501	285000	+	2500	1
contig_25_np1212:285001..287500	contig_25_np1212	285001	287500	+	2500	2
contig_25_np1212:287501..290000	contig_25_np1212	287501	290000	+	2500	3
contig_25_np1212:290001..292500	contig_25_np1212	290001	292500	+	2500	23
contig_25_np1212:292501..295000	contig_25_np1212	292501	295000	+	2500	2012
contig_25_np1212:295001..297500	contig_25_np1212	295001	297500	+	2500	352
contig_25_np1212:297501..300000	contig_25_np1212	297501	300000	+	2500	15296
contig_25_np1212:300001..302500	contig_25_np1212	300001	302500	+	2500	720
contig_25_np1212:302501..305000	contig_25_np1212	302501	305000	+	2500	22.50
contig_25_np1212:305001..307500	contig_25_np1212	305001	307500	+	2500	13.50
contig_25_np1212:307501..310000	contig_25_np1212	307501	310000	+	2500	598.50
contig_25_np1212:310001..312500	contig_25_np1212	310001	312500	+	2500	23.50
contig_25_np1212:312501..315000	contig_25_np1212	312501	315000	+	2500	44
contig_25_np1212:315001..317500	contig_25_np1212	315001	317500	+	2500	27
contig_25_np1212:317501..320000	contig_25_np1212	317501	320000	+	2500	20
contig_25_np1212:320001..322500	contig_25_np1212	320001	322500	+	2500	16
contig_25_np1212:322501..325000	contig_25_np1212	322501	325000	+	2500	186.50
contig_25_np1212:325001..327500	contig_25_np1212	325001	327500	+	2500	155.50
contig_25_np1212:327501..330000	contig_25_np1212	327501	330000	+	2500	67
contig_25_np1212:330001..332500	contig_25_np1212	330001	332500	+	2500	2
contig_25_np1212:332501..335000	contig_25_np1212	332501	335000	+	2500	6
contig_25_np1212:335001..337500	contig_25_np1212	335001	337500	+	2500	0
contig_25_np1212:337501..340000	contig_25_np1212	337501	340000	+	2500	1
contig_25_np1212:340001..342500	contig_25_np1212	340001	342500	+	2500	49
contig_25_np1212:342501..345000	contig_25_np1212	342501	345000	+	2500	6
contig_25_np1212:345001..347500	contig_25_np1212	345001	347500	+	2500	1
contig_25_np1212:347501..350000	contig_25_np1212	347501	350000	+	2500	4
contig_25_np1212:350001..352500	contig_25_np1212	350001	352500	+	2500	18
contig_25_np1212:352501..355000	contig_25_np1212	352501	355000	+	2500	15
contig_25_np1212:355001..357500	contig_25_np1212	355001	357500	+	2500	13
contig_25_np1212:357501..360000	contig_25_np1212	357501	360000	+	2500	8
contig_25_np1212:360001..362500	contig_25_np1212	360001	362500	+	2500	14
contig_25_np1212:362501..365000	contig_25_np1212	362501	365000	+	2500	16
contig_25_np1212:365001..367500	contig_25_np1212	365001	367500	+	2500	11
contig_25_np1212:367501..370000	contig_25_np1212	367501	370000	+	2500	3
contig_25_np1212:370001..372500	contig_25_np1212	370001	372500	+	2500	24.50
contig_25_np1212:372501..375000	contig_25_np1212	372501	375000	+	2500	9.50
contig_25_np1212:375001..377500	contig_25_np1212	375001	377500	+	2500	29
contig_25_np1212:377501..380000	contig_25_np1212	377501	380000	+	2500	35
contig_25_np1212:380001..382500	contig_25_np1212	380001	382500	+	2500	39
contig_25_np1212:382501..385000	contig_25_np1212	382501	385000	+	2500	32
contig_25_np1212:385001..387500	contig_25_np1212	385001	387500	+	2500	20
contig_25_np1212:387501..390000	contig_25_np1212	387501	390000	+	2500	7
contig_25_np1212:390001..392500	contig_25_np1212	390001	392500	+	2500	62
contig_25_np1212:392501..395000	contig_25_np1212	392501	395000	+	2500	26
contig_25_np1212:395001..397500	contig_25_np1212	395001	397500	+	2500	15
contig_25_np1212:397501..400000	contig_25_np1212	397501	400000	+	2500	150.50
contig_25_np1212:400001..402500	contig_25_np1212	400001	402500	+	2500	85.50
contig_25_np1212:402501..405000	contig_25_np1212	402501	405000	+	2500	7
contig_25_np1212:405001..407500	contig_25_np1212	405001	407500	+	2500	11
contig_25_np1212:407501..410000	contig_25_np1212	407501	410000	+	2500	3458
contig_25_np1212:410001..412500	contig_25_np1212	410001	412500	+	2500	797
contig_25_np1212:412501..415000	contig_25_np1212	412501	415000	+	2500	74
contig_25_np1212:415001..417500	contig_25_np1212	415001	417500	+	2500	12
contig_25_np1212:417501..420000	contig_25_np1212	417501	420000	+	2500	0
contig_25_np1212:420001..422500	contig_25_np1212	420001	422500	+	2500	2
contig_25_np1212:422501..425000	contig_25_np1212	422501	425000	+	2500	9111
contig_25_np1212:425001..427500	contig_25_np1212	425001	427500	+	2500	3
contig_25_np1212:427501..430000	contig_25_np1212	427501	430000	+	2500	494
contig_25_np1212:430001..432500	contig_25_np1212	430001	432500	+	2500	239
contig_25_np1212:432501..435000	contig_25_np1212	432501	435000	+	2500	3
contig_25_np1212:435001..437500	contig_25_np1212	435001	437500	+	2500	21
contig_25_np1212:437501..440000	contig_25_np1212	437501	440000	+	2500	3
contig_25_np1212:440001..442500	contig_25_np1212	440001	442500	+	2500	16
contig_25_np1212:442501..445000	contig_25_np1212	442501	445000	+	2500	3
contig_25_np1212:445001..447500	contig_25_np1212	445001	447500	+	2500	4
contig_25_np1212:447501..450000	contig_25_np1212	447501	450000	+	2500	18
contig_25_np1212:450001..452500	contig_25_np1212	450001	452500	+	2500	32.50
contig_25_np1212:452501..455000	contig_25_np1212	452501	455000	+	2500	36.50
contig_25_np1212:455001..457500	contig_25_np1212	455001	457500	+	2500	36.50
contig_25_np1212:457501..460000	contig_25_np1212	457501	460000	+	2500	63.50
contig_25_np1212:460001..462500	contig_25_np1212	460001	462500	+	2500	37
contig_25_np1212:462501..465000	contig_25_np1212	462501	465000	+	2500	0
contig_25_np1212:465001..467500	contig_25_np1212	465001	467500	+	2500	1
contig_25_np1212:467501..470000	contig_25_np1212	467501	470000	+	2500	8
contig_25_np1212:470001..472500	contig_25_np1212	470001	472500	+	2500	5
contig_25_np1212:472501..475000	contig_25_np1212	472501	475000	+	2500	19
contig_25_np1212:475001..477500	contig_25_np1212	475001	477500	+	2500	22
contig_25_np1212:477501..480000	contig_25_np1212	477501	480000	+	2500	15
contig_25_np1212:480001..482500	contig_25_np1212	480001	482500	+	2500	32
contig_25_np1212:482501..485000	contig_25_np1212	482501	485000	+	2500	16
contig_25_np1212:485001..487500	contig_25_np1212	485001	487500	+	2500	675
contig_25_np1212:487501..490000	contig_25_np1212	487501	490000	+	2500	8
contig_25_np1212:490001..492500	contig_25_np1212	490001	492500	+	2500	18
contig_25_np1212:492501..495000	contig_25_np1212	492501	495000	+	2500	18
contig_25_np1212:495001..497500	contig_25_np1212	495001	497500	+	2500	9
contig_25_np1212:497501..500000	contig_25_np1212	497501	500000	+	2500	86
contig_25_np1212:500001..502500	contig_25_np1212	500001	502500	+	2500	29
contig_25_np1212:502501..505000	contig_25_np1212	502501	505000	+	2500	8
contig_25_np1212:505001..507500	contig_25_np1212	505001	507500	+	2500	186
contig_25_np1212:507501..510000	contig_25_np1212	507501	510000	+	2500	9
contig_25_np1212:510001..512500	contig_25_np1212	510001	512500	+	2500	5
contig_25_np1212:512501..515000	contig_25_np1212	512501	515000	+	2500	19.50
contig_25_np1212:515001..517500	contig_25_np1212	515001	517500	+	2500	52.50
contig_25_np1212:517501..520000	contig_25_np1212	517501	520000	+	2500	30
contig_25_np1212:520001..522500	contig_25_np1212	520001	522500	+	2500	36
contig_25_np1212:522501..525000	contig_25_np1212	522501	525000	+	2500	1072
contig_25_np1212:525001..527500	contig_25_np1212	525001	527500	+	2500	1878
contig_25_np1212:527501..530000	contig_25_np1212	527501	530000	+	2500	4
contig_25_np1212:530001..532500	contig_25_np1212	530001	532500	+	2500	7
contig_25_np1212:532501..535000	contig_25_np1212	532501	535000	+	2500	3
contig_25_np1212:535001..537500	contig_25_np1212	535001	537500	+	2500	662
contig_25_np1212:537501..540000	contig_25_np1212	537501	540000	+	2500	19
contig_25_np1212:540001..542500	contig_25_np1212	540001	542500	+	2500	37
contig_25_np1212:542501..545000	contig_25_np1212	542501	545000	+	2500	22
contig_25_np1212:545001..547500	contig_25_np1212	545001	547500	+	2500	5
contig_25_np1212:547501..550000	contig_25_np1212	547501	550000	+	2500	10
contig_25_np1212:550001..552500	contig_25_np1212	550001	552500	+	2500	10
contig_25_np1212:552501..555000	contig_25_np1212	552501	555000	+	2500	21
contig_25_np1212:555001..557500	contig_25_np1212	555001	557500	+	2500	473
contig_25_np1212:557501..560000	contig_25_np1212	557501	560000	+	2500	56
contig_25_np1212:560001..562500	contig_25_np1212	560001	562500	+	2500	24
contig_25_np1212:562501..565000	contig_25_np1212	562501	565000	+	2500	16.50
contig_25_np1212:565001..567500	contig_25_np1212	565001	567500	+	2500	17.50
contig_25_np1212:567501..570000	contig_25_np1212	567501	570000	+	2500	24
contig_25_np1212:570001..572500	contig_25_np1212	570001	572500	+	2500	5
contig_25_np1212:572501..575000	contig_25_np1212	572501	575000	+	2500	22
contig_25_np1212:575001..577500	contig_25_np1212	575001	577500	+	2500	7
contig_25_np1212:577501..580000	contig_25_np1212	577501	580000	+	2500	1177
contig_25_np1212:580001..582500	contig_25_np1212	580001	582500	+	2500	11
contig_25_np1212:582501..585000	contig_25_np1212	582501	585000	+	2500	20
contig_25_np1212:585001..587500	contig_25_np1212	585001	587500	+	2500	17
contig_25_np1212:587501..590000	contig_25_np1212	587501	590000	+	2500	13
contig_25_np1212:590001..592500	contig_25_np1212	590001	592500	+	2500	12
contig_25_np1212:592501..595000	contig_25_np1212	592501	595000	+	2500	23
contig_25_np1212:595001..597500	contig_25_np1212	595001	597500	+	2500	40
contig_25_np1212:597501..600000	contig_25_np1212	597501	600000	+	2500	8
contig_25_np1212:600001..602500	contig_25_np1212	600001	602500	+	2500	50
contig_25_np1212:602501..605000	contig_25_np1212	602501	605000	+	2500	86
contig_25_np1212:605001..607500	contig_25_np1212	605001	607500	+	2500	43
contig_25_np1212:607501..610000	contig_25_np1212	607501	610000	+	2500	9
contig_25_np1212:610001..612500	contig_25_np1212	610001	612500	+	2500	3
contig_25_np1212:612501..615000	contig_25_np1212	612501	615000	+	2500	23
contig_25_np1212:615001..617500	contig_25_np1212	615001	617500	+	2500	1
contig_25_np1212:617501..620000	contig_25_np1212	617501	620000	+	2500	4
contig_25_np1212:620001..622500	contig_25_np1212	620001	622500	+	2500	9
contig_25_np1212:622501..625000	contig_25_np1212	622501	625000	+	2500	4
contig_25_np1212:625001..627500	contig_25_np1212	625001	627500	+	2500	24
contig_25_np1212:627501..630000	contig_25_np1212	627501	630000	+	2500	23
contig_25_np1212:630001..632500	contig_25_np1212	630001	632500	+	2500	3
contig_25_np1212:632501..635000	contig_25_np1212	632501	635000	+	2500	2
contig_25_np1212:635001..637500	contig_25_np1212	635001	637500	+	2500	7
contig_25_np1212:637501..640000	contig_25_np1212	637501	640000	+	2500	8
contig_25_np1212:640001..642500	contig_25_np1212	640001	642500	+	2500	30
contig_25_np1212:642501..645000	contig_25_np1212	642501	645000	+	2500	35
contig_25_np1212:645001..647500	contig_25_np1212	645001	647500	+	2500	6
contig_25_np1212:647501..650000	contig_25_np1212	647501	650000	+	2500	1
contig_25_np1212:650001..652500	contig_25_np1212	650001	652500	+	2500	13
contig_25_np1212:652501..655000	contig_25_np1212	652501	655000	+	2500	29
contig_25_np1212:655001..657500	contig_25_np1212	655001	657500	+	2500	3
contig_25_np1212:657501..660000	contig_25_np1212	657501	660000	+	2500	24
contig_25_np1212:660001..662500	contig_25_np1212	660001	662500	+	2500	15
contig_25_np1212:662501..665000	contig_25_np1212	662501	665000	+	2500	10
contig_25_np1212:665001..667500	contig_25_np1212	665001	667500	+	2500	9
contig_25_np1212:667501..670000	contig_25_np1212	667501	670000	+	2500	579
contig_25_np1212:670001..672500	contig_25_np1212	670001	672500	+	2500	449
contig_25_np1212:672501..675000	contig_25_np1212	672501	675000	+	2500	57
contig_25_np1212:675001..677500	contig_25_np1212	675001	677500	+	2500	37
contig_25_np1212:677501..680000	contig_25_np1212	677501	680000	+	2500	5
contig_25_np1212:680001..682500	contig_25_np1212	680001	682500	+	2500	13
contig_25_np1212:682501..685000	contig_25_np1212	682501	685000	+	2500	12
contig_25_np1212:685001..687500	contig_25_np1212	685001	687500	+	2500	4
contig_25_np1212:687501..690000	contig_25_np1212	687501	690000	+	2500	5
contig_25_np1212:690001..692500	contig_25_np1212	690001	692500	+	2500	0
contig_25_np1212:692501..695000	contig_25_np1212	692501	695000	+	2500	43
contig_25_np1212:695001..697500	contig_25_np1212	695001	697500	+	2500	40
contig_25_np1212:697501..700000	contig_25_np1212	697501	700000	+	2500	12
contig_25_np1212:700001..702500	contig_25_np1212	700001	702500	+	2500	4
contig_25_np1212:702501..705000	contig_25_np1212	702501	705000	+	2500	1
contig_25_np1212:705001..707500	contig_25_np1212	705001	707500	+	2500	1
contig_25_np1212:707501..710000	contig_25_np1212	707501	710000	+	2500	50
contig_25_np1212:710001..712500	contig_25_np1212	710001	712500	+	2500	13
contig_25_np1212:712501..715000	contig_25_np1212	712501	715000	+	2500	913
contig_25_np1212:715001..717500	contig_25_np1212	715001	717500	+	2500	10.50
contig_25_np1212:717501..720000	contig_25_np1212	717501	720000	+	2500	24.50
contig_25_np1212:720001..722500	contig_25_np1212	720001	722500	+	2500	5
contig_25_np1212:722501..725000	contig_25_np1212	722501	725000	+	2500	24
contig_25_np1212:725001..727500	contig_25_np1212	725001	727500	+	2500	38.50
contig_25_np1212:727501..730000	contig_25_np1212	727501	730000	+	2500	51.50
contig_25_np1212:730001..732500	contig_25_np1212	730001	732500	+	2500	21
contig_25_np1212:732501..735000	contig_25_np1212	732501	735000	+	2500	27
contig_25_np1212:735001..737500	contig_25_np1212	735001	737500	+	2500	19
contig_25_np1212:737501..740000	contig_25_np1212	737501	740000	+	2500	94
contig_25_np1212:740001..742500	contig_25_np1212	740001	742500	+	2500	23
contig_25_np1212:742501..745000	contig_25_np1212	742501	745000	+	2500	36
contig_25_np1212:745001..747500	contig_25_np1212	745001	747500	+	2500	12
contig_25_np1212:747501..750000	contig_25_np1212	747501	750000	+	2500	25
contig_25_np1212:750001..752500	contig_25_np1212	750001	752500	+	2500	2
contig_25_np1212:752501..755000	contig_25_np1212	752501	755000	+	2500	2
contig_25_np1212:755001..757500	contig_25_np1212	755001	757500	+	2500	16
contig_25_np1212:757501..760000	contig_25_np1212	757501	760000	+	2500	17
contig_25_np1212:760001..762500	contig_25_np1212	760001	762500	+	2500	820
contig_25_np1212:762501..765000	contig_25_np1212	762501	765000	+	2500	7
contig_25_np1212:765001..767500	contig_25_np1212	765001	767500	+	2500	98
contig_25_np1212:767501..770000	contig_25_np1212	767501	770000	+	2500	44
contig_25_np1212:770001..772500	contig_25_np1212	770001	772500	+	2500	25
contig_25_np1212:772501..775000	contig_25_np1212	772501	775000	+	2500	22.50
contig_25_np1212:775001..777500	contig_25_np1212	775001	777500	+	2500	23.50
contig_25_np1212:777501..780000	contig_25_np1212	777501	780000	+	2500	44
contig_25_np1212:780001..782500	contig_25_np1212	780001	782500	+	2500	227
contig_25_np1212:782501..785000	contig_25_np1212	782501	785000	+	2500	227
contig_25_np1212:785001..787500	contig_25_np1212	785001	787500	+	2500	3041
contig_25_np1212:787501..790000	contig_25_np1212	787501	790000	+	2500	512.50
contig_25_np1212:790001..792500	contig_25_np1212	790001	792500	+	2500	20.50
contig_25_np1212:792501..795000	contig_25_np1212	792501	795000	+	2500	7
contig_25_np1212:795001..797500	contig_25_np1212	795001	797500	+	2500	38
contig_25_np1212:797501..800000	contig_25_np1212	797501	800000	+	2500	24
contig_25_np1212:800001..802500	contig_25_np1212	800001	802500	+	2500	24
contig_25_np1212:802501..805000	contig_25_np1212	802501	805000	+	2500	22
contig_25_np1212:805001..807500	contig_25_np1212	805001	807500	+	2500	69
contig_25_np1212:807501..810000	contig_25_np1212	807501	810000	+	2500	15
contig_25_np1212:810001..812500	contig_25_np1212	810001	812500	+	2500	9
contig_25_np1212:812501..815000	contig_25_np1212	812501	815000	+	2500	7
contig_25_np1212:815001..817500	contig_25_np1212	815001	817500	+	2500	35
contig_25_np1212:817501..820000	contig_25_np1212	817501	820000	+	2500	55
contig_25_np1212:820001..822500	contig_25_np1212	820001	822500	+	2500	23
contig_25_np1212:822501..825000	contig_25_np1212	822501	825000	+	2500	16
contig_25_np1212:825001..827500	contig_25_np1212	825001	827500	+	2500	98.50
contig_25_np1212:827501..830000	contig_25_np1212	827501	830000	+	2500	133.50
contig_25_np1212:830001..832500	contig_25_np1212	830001	832500	+	2500	21
contig_25_np1212:832501..835000	contig_25_np1212	832501	835000	+	2500	130.50
contig_25_np1212:835001..837500	contig_25_np1212	835001	837500	+	2500	142
contig_25_np1212:837501..840000	contig_25_np1212	837501	840000	+	2500	29.50
contig_25_np1212:840001..842500	contig_25_np1212	840001	842500	+	2500	7
contig_25_np1212:842501..845000	contig_25_np1212	842501	845000	+	2500	18
contig_25_np1212:845001..847500	contig_25_np1212	845001	847500	+	2500	3
contig_25_np1212:847501..850000	contig_25_np1212	847501	850000	+	2500	42
contig_25_np1212:850001..852500	contig_25_np1212	850001	852500	+	2500	3
contig_25_np1212:852501..855000	contig_25_np1212	852501	855000	+	2500	47
contig_25_np1212:855001..857500	contig_25_np1212	855001	857500	+	2500	33
contig_25_np1212:857501..860000	contig_25_np1212	857501	860000	+	2500	58
contig_25_np1212:860001..862500	contig_25_np1212	860001	862500	+	2500	8
contig_25_np1212:862501..865000	contig_25_np1212	862501	865000	+	2500	10
contig_25_np1212:865001..867500	contig_25_np1212	865001	867500	+	2500	7
contig_25_np1212:867501..870000	contig_25_np1212	867501	870000	+	2500	6
contig_25_np1212:870001..872500	contig_25_np1212	870001	872500	+	2500	32
contig_25_np1212:872501..875000	contig_25_np1212	872501	875000	+	2500	5
contig_25_np1212:875001..877500	contig_25_np1212	875001	877500	+	2500	75
contig_25_np1212:877501..880000	contig_25_np1212	877501	880000	+	2500	1
contig_25_np1212:880001..882500	contig_25_np1212	880001	882500	+	2500	7
contig_25_np1212:882501..885000	contig_25_np1212	882501	885000	+	2500	5
contig_25_np1212:885001..887500	contig_25_np1212	885001	887500	+	2500	19
contig_25_np1212:887501..890000	contig_25_np1212	887501	890000	+	2500	154
contig_25_np1212:890001..892500	contig_25_np1212	890001	892500	+	2500	42
contig_25_np1212:892501..895000	contig_25_np1212	892501	895000	+	2500	147
contig_25_np1212:895001..897500	contig_25_np1212	895001	897500	+	2500	36
contig_25_np1212:897501..900000	contig_25_np1212	897501	900000	+	2500	1
contig_25_np1212:900001..902500	contig_25_np1212	900001	902500	+	2500	17
contig_25_np1212:902501..905000	contig_25_np1212	902501	905000	+	2500	16
contig_25_np1212:905001..907500	contig_25_np1212	905001	907500	+	2500	16
contig_25_np1212:907501..910000	contig_25_np1212	907501	910000	+	2500	97
contig_25_np1212:910001..912500	contig_25_np1212	910001	912500	+	2500	31
contig_25_np1212:912501..915000	contig_25_np1212	912501	915000	+	2500	16
contig_25_np1212:915001..917500	contig_25_np1212	915001	917500	+	2500	20
contig_25_np1212:917501..920000	contig_25_np1212	917501	920000	+	2500	2
contig_25_np1212:920001..922500	contig_25_np1212	920001	922500	+	2500	54
contig_25_np1212:922501..925000	contig_25_np1212	922501	925000	+	2500	328
contig_25_np1212:925001..927500	contig_25_np1212	925001	927500	+	2500	67
contig_25_np1212:927501..930000	contig_25_np1212	927501	930000	+	2500	8
contig_25_np1212:930001..932500	contig_25_np1212	930001	932500	+	2500	5
contig_25_np1212:932501..935000	contig_25_np1212	932501	935000	+	2500	10
contig_25_np1212:935001..937500	contig_25_np1212	935001	937500	+	2500	21
contig_25_np1212:937501..940000	contig_25_np1212	937501	940000	+	2500	10.50
contig_25_np1212:940001..942500	contig_25_np1212	940001	942500	+	2500	845.50
contig_25_np1212:942501..945000	contig_25_np1212	942501	945000	+	2500	39.50
contig_25_np1212:945001..947500	contig_25_np1212	945001	947500	+	2500	21.50
contig_25_np1212:947501..950000	contig_25_np1212	947501	950000	+	2500	54
contig_25_np1212:950001..952500	contig_25_np1212	950001	952500	+	2500	32
contig_25_np1212:952501..955000	contig_25_np1212	952501	955000	+	2500	42
contig_25_np1212:955001..957500	contig_25_np1212	955001	957500	+	2500	22
contig_25_np1212:957501..960000	contig_25_np1212	957501	960000	+	2500	11
contig_25_np1212:960001..962500	contig_25_np1212	960001	962500	+	2500	48
contig_25_np1212:962501..965000	contig_25_np1212	962501	965000	+	2500	7.50
contig_25_np1212:965001..967500	contig_25_np1212	965001	967500	+	2500	56.50
contig_25_np1212:967501..970000	contig_25_np1212	967501	970000	+	2500	26
contig_25_np1212:970001..972500	contig_25_np1212	970001	972500	+	2500	23
