# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "../../07_transcriptomics/dfir_regions.gff" "-o" "regions_gDNA_illumina.txt" "minimap_align_illumina_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	minimap_align_illumina_sort.bam
contig_29_np1212:287501..290000	contig_29_np1212	287501	290000	+	2500	7550
contig_29_np1212:290001..292500	contig_29_np1212	290001	292500	+	2500	6702.50
contig_29_np1212:292501..295000	contig_29_np1212	292501	295000	+	2500	6459
contig_29_np1212:295001..297500	contig_29_np1212	295001	297500	+	2500	7041
contig_29_np1212:297501..300000	contig_29_np1212	297501	300000	+	2500	6917.50
contig_29_np1212:300001..302500	contig_29_np1212	300001	302500	+	2500	7138.50
contig_29_np1212:302501..305000	contig_29_np1212	302501	305000	+	2500	6926
contig_29_np1212:305001..307500	contig_29_np1212	305001	307500	+	2500	7153
contig_29_np1212:307501..310000	contig_29_np1212	307501	310000	+	2500	6679
contig_29_np1212:310001..312500	contig_29_np1212	310001	312500	+	2500	7247
contig_29_np1212:312501..315000	contig_29_np1212	312501	315000	+	2500	6350.50
contig_29_np1212:315001..317500	contig_29_np1212	315001	317500	+	2500	7188.50
contig_29_np1212:317501..320000	contig_29_np1212	317501	320000	+	2500	7313
contig_29_np1212:320001..322500	contig_29_np1212	320001	322500	+	2500	7868.50
contig_29_np1212:322501..325000	contig_29_np1212	322501	325000	+	2500	7512.50
contig_29_np1212:325001..327500	contig_29_np1212	325001	327500	+	2500	7459.50
contig_29_np1212:327501..330000	contig_29_np1212	327501	330000	+	2500	7208
contig_29_np1212:330001..332500	contig_29_np1212	330001	332500	+	2500	6300.50
contig_29_np1212:332501..335000	contig_29_np1212	332501	335000	+	2500	6603
contig_29_np1212:335001..337500	contig_29_np1212	335001	337500	+	2500	6893
contig_29_np1212:337501..340000	contig_29_np1212	337501	340000	+	2500	7480
contig_29_np1212:340001..342500	contig_29_np1212	340001	342500	+	2500	6223
contig_29_np1212:342501..345000	contig_29_np1212	342501	345000	+	2500	7501
contig_29_np1212:345001..347500	contig_29_np1212	345001	347500	+	2500	6884.50
contig_29_np1212:347501..350000	contig_29_np1212	347501	350000	+	2500	7238
contig_29_np1212:350001..352500	contig_29_np1212	350001	352500	+	2500	7220
contig_29_np1212:352501..355000	contig_29_np1212	352501	355000	+	2500	7822.50
contig_29_np1212:355001..357500	contig_29_np1212	355001	357500	+	2500	7723
contig_29_np1212:357501..360000	contig_29_np1212	357501	360000	+	2500	6986.50
contig_29_np1212:360001..362500	contig_29_np1212	360001	362500	+	2500	7846.50
contig_29_np1212:362501..365000	contig_29_np1212	362501	365000	+	2500	6836
contig_29_np1212:365001..367500	contig_29_np1212	365001	367500	+	2500	7346.50
contig_29_np1212:367501..370000	contig_29_np1212	367501	370000	+	2500	7691.50
contig_29_np1212:370001..372500	contig_29_np1212	370001	372500	+	2500	7399.50
contig_29_np1212:372501..375000	contig_29_np1212	372501	375000	+	2500	7555.50
contig_29_np1212:375001..377500	contig_29_np1212	375001	377500	+	2500	7533.50
contig_29_np1212:377501..380000	contig_29_np1212	377501	380000	+	2500	7047
contig_29_np1212:380001..382500	contig_29_np1212	380001	382500	+	2500	6966.50
contig_29_np1212:382501..385000	contig_29_np1212	382501	385000	+	2500	7233
contig_29_np1212:385001..387500	contig_29_np1212	385001	387500	+	2500	7333
contig_29_np1212:387501..390000	contig_29_np1212	387501	390000	+	2500	7423
contig_29_np1212:390001..392500	contig_29_np1212	390001	392500	+	2500	6205
contig_29_np1212:392501..395000	contig_29_np1212	392501	395000	+	2500	7139.50
contig_29_np1212:395001..397500	contig_29_np1212	395001	397500	+	2500	6283
contig_29_np1212:397501..400000	contig_29_np1212	397501	400000	+	2500	7307.50
contig_29_np1212:400001..402500	contig_29_np1212	400001	402500	+	2500	7183.50
contig_29_np1212:402501..405000	contig_29_np1212	402501	405000	+	2500	6857
contig_29_np1212:405001..407500	contig_29_np1212	405001	407500	+	2500	7761.50
contig_29_np1212:407501..410000	contig_29_np1212	407501	410000	+	2500	7410
contig_29_np1212:410001..412500	contig_29_np1212	410001	412500	+	2500	7075.50
contig_29_np1212:412501..415000	contig_29_np1212	412501	415000	+	2500	7074.50
contig_29_np1212:415001..417500	contig_29_np1212	415001	417500	+	2500	7220.50
contig_29_np1212:417501..420000	contig_29_np1212	417501	420000	+	2500	7242.50
contig_29_np1212:420001..422500	contig_29_np1212	420001	422500	+	2500	6952
contig_29_np1212:422501..425000	contig_29_np1212	422501	425000	+	2500	5881
contig_29_np1212:425001..427500	contig_29_np1212	425001	427500	+	2500	6841.50
contig_29_np1212:427501..430000	contig_29_np1212	427501	430000	+	2500	7300.50
contig_29_np1212:430001..432500	contig_29_np1212	430001	432500	+	2500	7196
contig_29_np1212:432501..435000	contig_29_np1212	432501	435000	+	2500	6813
contig_29_np1212:435001..437500	contig_29_np1212	435001	437500	+	2500	7561.50
contig_29_np1212:437501..440000	contig_29_np1212	437501	440000	+	2500	7035
contig_29_np1212:440001..442500	contig_29_np1212	440001	442500	+	2500	6695
contig_29_np1212:442501..445000	contig_29_np1212	442501	445000	+	2500	7613
contig_29_np1212:445001..447500	contig_29_np1212	445001	447500	+	2500	7523.50
contig_29_np1212:447501..450000	contig_29_np1212	447501	450000	+	2500	7249
contig_29_np1212:450001..452500	contig_29_np1212	450001	452500	+	2500	7510.50
contig_29_np1212:452501..455000	contig_29_np1212	452501	455000	+	2500	6983
contig_29_np1212:455001..457500	contig_29_np1212	455001	457500	+	2500	7238.50
contig_29_np1212:457501..460000	contig_29_np1212	457501	460000	+	2500	7616.50
contig_29_np1212:460001..462500	contig_29_np1212	460001	462500	+	2500	7380
contig_29_np1212:462501..465000	contig_29_np1212	462501	465000	+	2500	6007
contig_29_np1212:465001..467500	contig_29_np1212	465001	467500	+	2500	7193.50
contig_29_np1212:467501..470000	contig_29_np1212	467501	470000	+	2500	7568.50
contig_29_np1212:470001..472500	contig_29_np1212	470001	472500	+	2500	7208.50
contig_29_np1212:472501..475000	contig_29_np1212	472501	475000	+	2500	7607.50
contig_29_np1212:475001..477500	contig_29_np1212	475001	477500	+	2500	6731
contig_29_np1212:477501..480000	contig_29_np1212	477501	480000	+	2500	7789.50
contig_29_np1212:480001..482500	contig_29_np1212	480001	482500	+	2500	7587
contig_29_np1212:482501..485000	contig_29_np1212	482501	485000	+	2500	7299
contig_29_np1212:485001..487500	contig_29_np1212	485001	487500	+	2500	7385.50
contig_29_np1212:487501..490000	contig_29_np1212	487501	490000	+	2500	7498.50
contig_29_np1212:490001..492500	contig_29_np1212	490001	492500	+	2500	7062
contig_29_np1212:492501..495000	contig_29_np1212	492501	495000	+	2500	6554
contig_29_np1212:495001..497500	contig_29_np1212	495001	497500	+	2500	7436.50
contig_29_np1212:497501..500000	contig_29_np1212	497501	500000	+	2500	5798.50
contig_29_np1212:500001..502500	contig_29_np1212	500001	502500	+	2500	6832
contig_29_np1212:502501..505000	contig_29_np1212	502501	505000	+	2500	6661.50
contig_29_np1212:505001..507500	contig_29_np1212	505001	507500	+	2500	6916
contig_29_np1212:507501..510000	contig_29_np1212	507501	510000	+	2500	5895
contig_29_np1212:510001..512500	contig_29_np1212	510001	512500	+	2500	7058.50
contig_29_np1212:512501..515000	contig_29_np1212	512501	515000	+	2500	7788
contig_29_np1212:515001..517500	contig_29_np1212	515001	517500	+	2500	7530.50
contig_29_np1212:517501..520000	contig_29_np1212	517501	520000	+	2500	7246
contig_29_np1212:520001..522500	contig_29_np1212	520001	522500	+	2500	7142
contig_29_np1212:522501..525000	contig_29_np1212	522501	525000	+	2500	7598.50
contig_29_np1212:525001..527500	contig_29_np1212	525001	527500	+	2500	7750.50
contig_29_np1212:527501..530000	contig_29_np1212	527501	530000	+	2500	7327.50
contig_29_np1212:530001..532500	contig_29_np1212	530001	532500	+	2500	7399.50
contig_29_np1212:532501..535000	contig_29_np1212	532501	535000	+	2500	6632
contig_29_np1212:535001..537500	contig_29_np1212	535001	537500	+	2500	7214.50
contig_29_np1212:537501..540000	contig_29_np1212	537501	540000	+	2500	7511
contig_29_np1212:540001..542500	contig_29_np1212	540001	542500	+	2500	7443
contig_29_np1212:542501..545000	contig_29_np1212	542501	545000	+	2500	7103.50
contig_29_np1212:545001..547500	contig_29_np1212	545001	547500	+	2500	6872
contig_29_np1212:547501..550000	contig_29_np1212	547501	550000	+	2500	7371.50
contig_29_np1212:550001..552500	contig_29_np1212	550001	552500	+	2500	7661.50
contig_29_np1212:552501..555000	contig_29_np1212	552501	555000	+	2500	6963
contig_29_np1212:555001..557500	contig_29_np1212	555001	557500	+	2500	7575
contig_29_np1212:557501..560000	contig_29_np1212	557501	560000	+	2500	6716.50
contig_29_np1212:560001..562500	contig_29_np1212	560001	562500	+	2500	7665.50
contig_29_np1212:562501..565000	contig_29_np1212	562501	565000	+	2500	7501
contig_29_np1212:565001..567500	contig_29_np1212	565001	567500	+	2500	7290
contig_29_np1212:567501..570000	contig_29_np1212	567501	570000	+	2500	7530.50
contig_29_np1212:570001..572500	contig_29_np1212	570001	572500	+	2500	7755.50
contig_29_np1212:572501..575000	contig_29_np1212	572501	575000	+	2500	7245
contig_29_np1212:575001..577500	contig_29_np1212	575001	577500	+	2500	6579.50
contig_29_np1212:577501..580000	contig_29_np1212	577501	580000	+	2500	7721.50
contig_29_np1212:580001..582500	contig_29_np1212	580001	582500	+	2500	7293
contig_29_np1212:582501..585000	contig_29_np1212	582501	585000	+	2500	7959.50
contig_29_np1212:585001..587500	contig_29_np1212	585001	587500	+	2500	7162.50
contig_29_np1212:587501..590000	contig_29_np1212	587501	590000	+	2500	6686.50
contig_29_np1212:590001..592500	contig_29_np1212	590001	592500	+	2500	6921.50
contig_29_np1212:592501..595000	contig_29_np1212	592501	595000	+	2500	7016.50
contig_29_np1212:595001..597500	contig_29_np1212	595001	597500	+	2500	6624.50
contig_29_np1212:597501..600000	contig_29_np1212	597501	600000	+	2500	7083
contig_29_np1212:600001..602500	contig_29_np1212	600001	602500	+	2500	6843.50
contig_29_np1212:602501..605000	contig_29_np1212	602501	605000	+	2500	7311
contig_29_np1212:605001..607500	contig_29_np1212	605001	607500	+	2500	6641
contig_29_np1212:607501..610000	contig_29_np1212	607501	610000	+	2500	7511
contig_29_np1212:610001..612500	contig_29_np1212	610001	612500	+	2500	7629
contig_29_np1212:612501..615000	contig_29_np1212	612501	615000	+	2500	6712
contig_29_np1212:615001..617500	contig_29_np1212	615001	617500	+	2500	6830.50
contig_29_np1212:617501..620000	contig_29_np1212	617501	620000	+	2500	7166.50
contig_29_np1212:620001..622500	contig_29_np1212	620001	622500	+	2500	6946.50
contig_29_np1212:622501..625000	contig_29_np1212	622501	625000	+	2500	7092.50
contig_29_np1212:625001..627500	contig_29_np1212	625001	627500	+	2500	7758.50
contig_29_np1212:627501..630000	contig_29_np1212	627501	630000	+	2500	7015.50
contig_29_np1212:630001..632500	contig_29_np1212	630001	632500	+	2500	7652
contig_29_np1212:632501..635000	contig_29_np1212	632501	635000	+	2500	7273.50
contig_29_np1212:635001..637500	contig_29_np1212	635001	637500	+	2500	7006
contig_29_np1212:637501..640000	contig_29_np1212	637501	640000	+	2500	7083
contig_29_np1212:640001..642500	contig_29_np1212	640001	642500	+	2500	7242
contig_29_np1212:642501..645000	contig_29_np1212	642501	645000	+	2500	5880
contig_29_np1212:645001..647500	contig_29_np1212	645001	647500	+	2500	7295
contig_29_np1212:647501..650000	contig_29_np1212	647501	650000	+	2500	7817
contig_29_np1212:650001..652500	contig_29_np1212	650001	652500	+	2500	7397
contig_29_np1212:652501..655000	contig_29_np1212	652501	655000	+	2500	7676.50
contig_29_np1212:655001..657500	contig_29_np1212	655001	657500	+	2500	7455
contig_29_np1212:657501..660000	contig_29_np1212	657501	660000	+	2500	7581
contig_29_np1212:660001..662500	contig_29_np1212	660001	662500	+	2500	7762.50
contig_29_np1212:662501..665000	contig_29_np1212	662501	665000	+	2500	6473.50
contig_29_np1212:665001..667500	contig_29_np1212	665001	667500	+	2500	7296.50
contig_29_np1212:667501..670000	contig_29_np1212	667501	670000	+	2500	7850
contig_29_np1212:670001..672500	contig_29_np1212	670001	672500	+	2500	6329
contig_29_np1212:672501..675000	contig_29_np1212	672501	675000	+	2500	7226
contig_29_np1212:675001..677500	contig_29_np1212	675001	677500	+	2500	7272
contig_29_np1212:677501..680000	contig_29_np1212	677501	680000	+	2500	6936
contig_29_np1212:680001..682500	contig_29_np1212	680001	682500	+	2500	7144.50
contig_29_np1212:682501..685000	contig_29_np1212	682501	685000	+	2500	7958
contig_29_np1212:685001..687500	contig_29_np1212	685001	687500	+	2500	7452
contig_29_np1212:687501..690000	contig_29_np1212	687501	690000	+	2500	7515
contig_29_np1212:690001..692500	contig_29_np1212	690001	692500	+	2500	7240
contig_29_np1212:692501..695000	contig_29_np1212	692501	695000	+	2500	6975.50
contig_29_np1212:695001..697500	contig_29_np1212	695001	697500	+	2500	7284.50
contig_29_np1212:697501..700000	contig_29_np1212	697501	700000	+	2500	7473.50
contig_29_np1212:700001..702500	contig_29_np1212	700001	702500	+	2500	7454.50
contig_29_np1212:702501..705000	contig_29_np1212	702501	705000	+	2500	4492.50
contig_29_np1212:705001..707500	contig_29_np1212	705001	707500	+	2500	6229
contig_29_np1212:707501..710000	contig_29_np1212	707501	710000	+	2500	7321
contig_29_np1212:710001..712500	contig_29_np1212	710001	712500	+	2500	6956
contig_29_np1212:712501..715000	contig_29_np1212	712501	715000	+	2500	7227.50
contig_29_np1212:715001..717500	contig_29_np1212	715001	717500	+	2500	7785.50
contig_29_np1212:717501..720000	contig_29_np1212	717501	720000	+	2500	7267
contig_29_np1212:720001..722500	contig_29_np1212	720001	722500	+	2500	7258.50
contig_29_np1212:722501..725000	contig_29_np1212	722501	725000	+	2500	6902.50
contig_29_np1212:725001..727500	contig_29_np1212	725001	727500	+	2500	6698
contig_29_np1212:727501..730000	contig_29_np1212	727501	730000	+	2500	7287.50
contig_29_np1212:730001..732500	contig_29_np1212	730001	732500	+	2500	7314.50
contig_29_np1212:732501..735000	contig_29_np1212	732501	735000	+	2500	6961.50
contig_29_np1212:735001..737500	contig_29_np1212	735001	737500	+	2500	7778.50
contig_29_np1212:737501..740000	contig_29_np1212	737501	740000	+	2500	6791.50
contig_29_np1212:740001..742500	contig_29_np1212	740001	742500	+	2500	7316.50
contig_29_np1212:742501..745000	contig_29_np1212	742501	745000	+	2500	7804
contig_29_np1212:745001..747500	contig_29_np1212	745001	747500	+	2500	6065
contig_29_np1212:747501..750000	contig_29_np1212	747501	750000	+	2500	7555
contig_29_np1212:750001..752500	contig_29_np1212	750001	752500	+	2500	6250.50
contig_29_np1212:752501..755000	contig_29_np1212	752501	755000	+	2500	6604.50
contig_29_np1212:755001..757500	contig_29_np1212	755001	757500	+	2500	6962
contig_29_np1212:757501..760000	contig_29_np1212	757501	760000	+	2500	7215
contig_29_np1212:760001..762500	contig_29_np1212	760001	762500	+	2500	7427
contig_29_np1212:762501..765000	contig_29_np1212	762501	765000	+	2500	7261
contig_29_np1212:765001..767500	contig_29_np1212	765001	767500	+	2500	7496
contig_29_np1212:767501..770000	contig_29_np1212	767501	770000	+	2500	6113
contig_29_np1212:770001..772500	contig_29_np1212	770001	772500	+	2500	7219.50
contig_29_np1212:772501..775000	contig_29_np1212	772501	775000	+	2500	6852
contig_29_np1212:775001..777500	contig_29_np1212	775001	777500	+	2500	7402
contig_29_np1212:777501..780000	contig_29_np1212	777501	780000	+	2500	6922
contig_29_np1212:780001..782500	contig_29_np1212	780001	782500	+	2500	7067.50
contig_29_np1212:782501..785000	contig_29_np1212	782501	785000	+	2500	7399.50
contig_29_np1212:785001..787500	contig_29_np1212	785001	787500	+	2500	7040.50
contig_29_np1212:787501..790000	contig_29_np1212	787501	790000	+	2500	7521.50
contig_29_np1212:790001..792500	contig_29_np1212	790001	792500	+	2500	6753.50
contig_29_np1212:792501..795000	contig_29_np1212	792501	795000	+	2500	6738
contig_29_np1212:795001..797500	contig_29_np1212	795001	797500	+	2500	7547
contig_29_np1212:797501..800000	contig_29_np1212	797501	800000	+	2500	7384.50
contig_29_np1212:800001..802500	contig_29_np1212	800001	802500	+	2500	7585.50
contig_29_np1212:802501..805000	contig_29_np1212	802501	805000	+	2500	7524
contig_29_np1212:805001..807500	contig_29_np1212	805001	807500	+	2500	6556.50
contig_29_np1212:807501..810000	contig_29_np1212	807501	810000	+	2500	7673
contig_29_np1212:810001..812500	contig_29_np1212	810001	812500	+	2500	7423.50
contig_29_np1212:812501..815000	contig_29_np1212	812501	815000	+	2500	7212.50
contig_29_np1212:815001..817500	contig_29_np1212	815001	817500	+	2500	6434
contig_29_np1212:817501..820000	contig_29_np1212	817501	820000	+	2500	7589.50
contig_29_np1212:820001..822500	contig_29_np1212	820001	822500	+	2500	7351
contig_29_np1212:822501..825000	contig_29_np1212	822501	825000	+	2500	7255
contig_29_np1212:825001..827500	contig_29_np1212	825001	827500	+	2500	6793.50
contig_29_np1212:827501..830000	contig_29_np1212	827501	830000	+	2500	7485
contig_29_np1212:830001..832500	contig_29_np1212	830001	832500	+	2500	7225.50
contig_29_np1212:832501..835000	contig_29_np1212	832501	835000	+	2500	7236.50
contig_29_np1212:835001..837500	contig_29_np1212	835001	837500	+	2500	6043
contig_29_np1212:837501..840000	contig_29_np1212	837501	840000	+	2500	6502
contig_29_np1212:840001..842500	contig_29_np1212	840001	842500	+	2500	7086
contig_29_np1212:842501..845000	contig_29_np1212	842501	845000	+	2500	7297.50
contig_29_np1212:845001..847500	contig_29_np1212	845001	847500	+	2500	6658.50
contig_29_np1212:847501..850000	contig_29_np1212	847501	850000	+	2500	7847
contig_29_np1212:850001..852500	contig_29_np1212	850001	852500	+	2500	6565.50
contig_29_np1212:852501..855000	contig_29_np1212	852501	855000	+	2500	7420.50
contig_29_np1212:855001..857500	contig_29_np1212	855001	857500	+	2500	7566.50
contig_29_np1212:857501..860000	contig_29_np1212	857501	860000	+	2500	7156
contig_29_np1212:860001..862500	contig_29_np1212	860001	862500	+	2500	7599.50
contig_29_np1212:862501..865000	contig_29_np1212	862501	865000	+	2500	7451.50
contig_29_np1212:865001..867500	contig_29_np1212	865001	867500	+	2500	8646
contig_29_np1212:867501..870000	contig_29_np1212	867501	870000	+	2500	6762
contig_29_np1212:870001..872500	contig_29_np1212	870001	872500	+	2500	7463.50
contig_29_np1212:872501..875000	contig_29_np1212	872501	875000	+	2500	6414.50
contig_29_np1212:875001..877500	contig_29_np1212	875001	877500	+	2500	7956.50
contig_29_np1212:877501..880000	contig_29_np1212	877501	880000	+	2500	7263.50
contig_29_np1212:880001..882500	contig_29_np1212	880001	882500	+	2500	6424
contig_29_np1212:882501..885000	contig_29_np1212	882501	885000	+	2500	7039.50
contig_29_np1212:885001..887500	contig_29_np1212	885001	887500	+	2500	7091
contig_29_np1212:887501..890000	contig_29_np1212	887501	890000	+	2500	7576.50
contig_29_np1212:890001..892500	contig_29_np1212	890001	892500	+	2500	7228.50
contig_29_np1212:892501..895000	contig_29_np1212	892501	895000	+	2500	7586.50
contig_29_np1212:895001..897500	contig_29_np1212	895001	897500	+	2500	6584.50
contig_29_np1212:897501..900000	contig_29_np1212	897501	900000	+	2500	6203.50
contig_29_np1212:900001..902500	contig_29_np1212	900001	902500	+	2500	6509.50
contig_29_np1212:902501..905000	contig_29_np1212	902501	905000	+	2500	7530.50
contig_29_np1212:905001..907500	contig_29_np1212	905001	907500	+	2500	6995.50
contig_29_np1212:907501..910000	contig_29_np1212	907501	910000	+	2500	5491.50
contig_29_np1212:910001..912500	contig_29_np1212	910001	912500	+	2500	7580.50
contig_29_np1212:912501..915000	contig_29_np1212	912501	915000	+	2500	6925
contig_29_np1212:915001..917500	contig_29_np1212	915001	917500	+	2500	7644
contig_29_np1212:917501..920000	contig_29_np1212	917501	920000	+	2500	7262.50
contig_29_np1212:920001..922500	contig_29_np1212	920001	922500	+	2500	7593.50
contig_29_np1212:922501..925000	contig_29_np1212	922501	925000	+	2500	7182
contig_29_np1212:925001..927500	contig_29_np1212	925001	927500	+	2500	7629
contig_29_np1212:927501..930000	contig_29_np1212	927501	930000	+	2500	7223.50
contig_29_np1212:930001..932500	contig_29_np1212	930001	932500	+	2500	7710
contig_29_np1212:932501..935000	contig_29_np1212	932501	935000	+	2500	7201
contig_29_np1212:935001..937500	contig_29_np1212	935001	937500	+	2500	7325
contig_29_np1212:937501..940000	contig_29_np1212	937501	940000	+	2500	7681.50
contig_29_np1212:940001..942500	contig_29_np1212	940001	942500	+	2500	8091.50
contig_29_np1212:942501..945000	contig_29_np1212	942501	945000	+	2500	7098.50
contig_29_np1212:945001..947500	contig_29_np1212	945001	947500	+	2500	6638
contig_29_np1212:947501..950000	contig_29_np1212	947501	950000	+	2500	7899.50
contig_29_np1212:950001..952500	contig_29_np1212	950001	952500	+	2500	7478
contig_29_np1212:952501..955000	contig_29_np1212	952501	955000	+	2500	7452.50
contig_29_np1212:955001..957500	contig_29_np1212	955001	957500	+	2500	7676
contig_29_np1212:957501..960000	contig_29_np1212	957501	960000	+	2500	7474
contig_29_np1212:960001..962500	contig_29_np1212	960001	962500	+	2500	7788.50
contig_29_np1212:962501..965000	contig_29_np1212	962501	965000	+	2500	7121.50
contig_29_np1212:965001..967500	contig_29_np1212	965001	967500	+	2500	6948.50
contig_29_np1212:967501..970000	contig_29_np1212	967501	970000	+	2500	7367
contig_29_np1212:970001..972500	contig_29_np1212	970001	972500	+	2500	7085
contig_29_np1212:972501..975000	contig_29_np1212	972501	975000	+	2500	7245
contig_29_np1212:975001..977500	contig_29_np1212	975001	977500	+	2500	7800.50
contig_29_np1212:977501..980000	contig_29_np1212	977501	980000	+	2500	7542.50
contig_29_np1212:980001..982500	contig_29_np1212	980001	982500	+	2500	7395.50
contig_29_np1212:982501..985000	contig_29_np1212	982501	985000	+	2500	6259.50
contig_29_np1212:985001..987500	contig_29_np1212	985001	987500	+	2500	7322
contig_29_np1212:987501..990000	contig_29_np1212	987501	990000	+	2500	7047.50
contig_29_np1212:990001..992500	contig_29_np1212	990001	992500	+	2500	7513
contig_29_np1212:992501..995000	contig_29_np1212	992501	995000	+	2500	6126.50
contig_29_np1212:995001..997500	contig_29_np1212	995001	997500	+	2500	6648.50
contig_29_np1212:997501..1000000	contig_29_np1212	997501	1000000	+	2500	7407
contig_29_np1212:1000001..1002500	contig_29_np1212	1000001	1002500	+	2500	7070.50
contig_29_np1212:1002501..1005000	contig_29_np1212	1002501	1005000	+	2500	7483
contig_29_np1212:1005001..1007500	contig_29_np1212	1005001	1007500	+	2500	6972
contig_29_np1212:1007501..1010000	contig_29_np1212	1007501	1010000	+	2500	7696.50
contig_29_np1212:1010001..1012500	contig_29_np1212	1010001	1012500	+	2500	7753.50
contig_29_np1212:1012501..1015000	contig_29_np1212	1012501	1015000	+	2500	6924.50
contig_29_np1212:1015001..1017500	contig_29_np1212	1015001	1017500	+	2500	7859.50
contig_29_np1212:1017501..1020000	contig_29_np1212	1017501	1020000	+	2500	7405
contig_29_np1212:1020001..1022500	contig_29_np1212	1020001	1022500	+	2500	7063
contig_29_np1212:1022501..1025000	contig_29_np1212	1022501	1025000	+	2500	7868.50
contig_29_np1212:1025001..1027500	contig_29_np1212	1025001	1027500	+	2500	6798
contig_29_np1212:1027501..1030000	contig_29_np1212	1027501	1030000	+	2500	6042.50
contig_29_np1212:1030001..1032500	contig_29_np1212	1030001	1032500	+	2500	6655
contig_29_np1212:1032501..1035000	contig_29_np1212	1032501	1035000	+	2500	6776
contig_29_np1212:1035001..1037500	contig_29_np1212	1035001	1037500	+	2500	6315.50
contig_29_np1212:1037501..1040000	contig_29_np1212	1037501	1040000	+	2500	7167.50
contig_29_np1212:1040001..1042500	contig_29_np1212	1040001	1042500	+	2500	7847
contig_29_np1212:1042501..1045000	contig_29_np1212	1042501	1045000	+	2500	7772
contig_29_np1212:1045001..1047500	contig_29_np1212	1045001	1047500	+	2500	7091
contig_29_np1212:1047501..1050000	contig_29_np1212	1047501	1050000	+	2500	6488
contig_29_np1212:1050001..1052500	contig_29_np1212	1050001	1052500	+	2500	7474
contig_29_np1212:1052501..1055000	contig_29_np1212	1052501	1055000	+	2500	7608
contig_29_np1212:1055001..1057500	contig_29_np1212	1055001	1057500	+	2500	7667
contig_29_np1212:1057501..1060000	contig_29_np1212	1057501	1060000	+	2500	7872.50
contig_29_np1212:1060001..1062500	contig_29_np1212	1060001	1062500	+	2500	7061
contig_29_np1212:1062501..1065000	contig_29_np1212	1062501	1065000	+	2500	7629
contig_29_np1212:1065001..1067500	contig_29_np1212	1065001	1067500	+	2500	7699.50
contig_29_np1212:1067501..1070000	contig_29_np1212	1067501	1070000	+	2500	6712.50
contig_29_np1212:1070001..1072500	contig_29_np1212	1070001	1072500	+	2500	7576
contig_29_np1212:1072501..1075000	contig_29_np1212	1072501	1075000	+	2500	7190.50
contig_29_np1212:1075001..1077500	contig_29_np1212	1075001	1077500	+	2500	8302.50
contig_29_np1212:1077501..1080000	contig_29_np1212	1077501	1080000	+	2500	7086
contig_29_np1212:1080001..1082500	contig_29_np1212	1080001	1082500	+	2500	7425
contig_29_np1212:1082501..1085000	contig_29_np1212	1082501	1085000	+	2500	8793
contig_29_np1212:1085001..1087500	contig_29_np1212	1085001	1087500	+	2500	7495
contig_29_np1212:1087501..1090000	contig_29_np1212	1087501	1090000	+	2500	7346
contig_29_np1212:1090001..1092500	contig_29_np1212	1090001	1092500	+	2500	6989
contig_29_np1212:1092501..1095000	contig_29_np1212	1092501	1095000	+	2500	7419
contig_29_np1212:1095001..1097500	contig_29_np1212	1095001	1097500	+	2500	6489
contig_29_np1212:1097501..1100000	contig_29_np1212	1097501	1100000	+	2500	7560
contig_29_np1212:1100001..1102500	contig_29_np1212	1100001	1102500	+	2500	4939.50
contig_29_np1212:1102501..1105000	contig_29_np1212	1102501	1105000	+	2500	6790
contig_29_np1212:1105001..1107500	contig_29_np1212	1105001	1107500	+	2500	6120
contig_29_np1212:1107501..1110000	contig_29_np1212	1107501	1110000	+	2500	7053.50
contig_29_np1212:1110001..1112500	contig_29_np1212	1110001	1112500	+	2500	7213
contig_29_np1212:1112501..1115000	contig_29_np1212	1112501	1115000	+	2500	7604
contig_29_np1212:1115001..1117500	contig_29_np1212	1115001	1117500	+	2500	7429.50
contig_29_np1212:1117501..1120000	contig_29_np1212	1117501	1120000	+	2500	7014
contig_29_np1212:1120001..1122500	contig_29_np1212	1120001	1122500	+	2500	7782.50
contig_29_np1212:1122501..1125000	contig_29_np1212	1122501	1125000	+	2500	6945.50
contig_29_np1212:1125001..1127500	contig_29_np1212	1125001	1127500	+	2500	7217
contig_29_np1212:1127501..1130000	contig_29_np1212	1127501	1130000	+	2500	7188.50
contig_29_np1212:1130001..1132500	contig_29_np1212	1130001	1132500	+	2500	7043.50
contig_29_np1212:1132501..1135000	contig_29_np1212	1132501	1135000	+	2500	6441
contig_29_np1212:1135001..1137500	contig_29_np1212	1135001	1137500	+	2500	7380
contig_29_np1212:1137501..1140000	contig_29_np1212	1137501	1140000	+	2500	7259.50
contig_29_np1212:1140001..1142500	contig_29_np1212	1140001	1142500	+	2500	7582.50
contig_29_np1212:1142501..1145000	contig_29_np1212	1142501	1145000	+	2500	7455
contig_29_np1212:1145001..1147500	contig_29_np1212	1145001	1147500	+	2500	7567.50
contig_29_np1212:1147501..1150000	contig_29_np1212	1147501	1150000	+	2500	7218.50
contig_29_np1212:1150001..1152500	contig_29_np1212	1150001	1152500	+	2500	7347.50
contig_29_np1212:1152501..1155000	contig_29_np1212	1152501	1155000	+	2500	6816
contig_29_np1212:1155001..1157500	contig_29_np1212	1155001	1157500	+	2500	6274
