Contig	Start	Stop	Illumina	Nanopore	mRNA
contig_25_np1212	2517501	2520000	496.7804	131.4012	33.4696
contig_25_np1212	2520001	2522500	459.8608	142.2372	28.42
contig_25_np1212	2522501	2525000	426.0488	199.2056	160.6636
contig_25_np1212	2525001	2527500	450.63	197.8856	30117.8176
contig_25_np1212	2527501	2530000	423.3168	179.9472	8688.5224
contig_25_np1212	2530001	2532500	450.568	177.42	156.866
contig_25_np1212	2532501	2535000	376.988	172.5624	83.2412
contig_25_np1212	2535001	2537500	360.204	173.9324	7171.734
contig_25_np1212	2537501	2540000	464.0552	180.6716	187.8728
contig_25_np1212	2540001	2542500	462.066	179.2972	376.3196
contig_25_np1212	2542501	2545000	458.2104	173.5784	48.948
contig_25_np1212	2545001	2547500	330.0328	166.59	10.8576
contig_25_np1212	2547501	2550000	434.7752	159.7644	531.6328
contig_25_np1212	2550001	2552500	477.6732	161.4348	16.1488
contig_25_np1212	2552501	2555000	469.4244	172.8568	82.0968
contig_25_np1212	2555001	2557500	450.3148	168.7464	594.7312
contig_25_np1212	2557501	2560000	425.6704	167.2444	166.0808
contig_25_np1212	2560001	2562500	454.2116	167.6728	79.7076
contig_25_np1212	2562501	2565000	440.2216	169.2576	850.5748
contig_25_np1212	2565001	2567500	442.4616	182.2228	559.3272
contig_25_np1212	2567501	2570000	433.9424	177.764	235.23
contig_25_np1212	2570001	2572500	459.0588	188.7092	817.552
contig_25_np1212	2572501	2575000	415.264	194.592	162.4408
contig_25_np1212	2575001	2577500	473.8636	186.7124	94.5572
contig_25_np1212	2577501	2580000	442.1924	172.9712	177.108
contig_25_np1212	2580001	2582500	451.328	163.7152	1003.61
contig_25_np1212	2582501	2585000	325.2788	172.0716	789.1012
contig_25_np1212	2585001	2587500	406.8164	172.7552	279.0744
contig_25_np1212	2587501	2590000	366.346	171.2144	256.4708
contig_25_np1212	2590001	2592500	403.3452	173.8108	970.1992
contig_25_np1212	2592501	2595000	414.6	179.8224	5967.1916
contig_25_np1212	2595001	2597500	443.4612	181.6084	811.9388
contig_25_np1212	2597501	2600000	475.8556	193.8856	262.7932
contig_25_np1212	2600001	2602500	434.5512	209.2772	1219.476
contig_25_np1212	2602501	2605000	399.55	185.0588	272.8452
contig_25_np1212	2605001	2607500	447.448	180.0528	258.2324
contig_25_np1212	2607501	2610000	404.1628	183.6236	185.0404
contig_25_np1212	2610001	2612500	432.6272	170.3772	155.9616
contig_25_np1212	2612501	2615000	463.4956	165.6564	21.958
contig_25_np1212	2615001	2617500	441.4368	162.176	694.1384
contig_25_np1212	2617501	2620000	451.1388	165.3612	77.0772
contig_25_np1212	2620001	2622500	480.0168	178.4432	232.5368
contig_25_np1212	2622501	2625000	404.1392	182.4784	59.9984
contig_25_np1212	2625001	2627500	462.928	183.8952	33.4284
contig_25_np1212	2627501	2630000	427.3372	174.5944	280.1036
contig_25_np1212	2630001	2632500	443.4624	188.2972	128.3012
contig_25_np1212	2632501	2635000	436.3964	176.006	231.7588
contig_25_np1212	2635001	2637500	441.188	154.3128	237.1368
contig_25_np1212	2637501	2640000	406.094	159.9012	194.8772
contig_25_np1212	2640001	2642500	433.9344	184.786	112.8356
contig_25_np1212	2642501	2645000	424.1968	204.9712	253.7704
contig_25_np1212	2645001	2647500	419.7656	203.7888	1183.8332
contig_25_np1212	2647501	2650000	422.4376	195.9364	3212.5548
contig_25_np1212	2650001	2652500	410.054	194.3124	1460.9676
contig_25_np1212	2652501	2655000	404.462	171.02	658.8196
contig_25_np1212	2655001	2657500	339.386	184.2216	2798.3936
contig_25_np1212	2657501	2660000	446.3024	184.098	2032.2316
contig_25_np1212	2660001	2662500	333.528	192.9808	90.6292
contig_25_np1212	2662501	2665000	429.4164	200.7736	22878.8368
contig_25_np1212	2665001	2667500	420.0164	201.1876	2568.194
contig_25_np1212	2667501	2670000	421.8876	195.568	982.4468
contig_25_np1212	2670001	2672500	431.5444	193.3924	447.9364
contig_25_np1212	2672501	2675000	399.9992	183.634	498.072
contig_25_np1212	2675001	2677500	388.916	194.5972	238.0856
contig_25_np1212	2677501	2680000	457.6984	194.8656	1383.7852
contig_25_np1212	2680001	2682500	432.1156	189.3044	633.2576
contig_25_np1212	2682501	2685000	433.256	185.5064	342.8072
contig_25_np1212	2685001	2687500	442.6616	179.156	435.8116
contig_25_np1212	2687501	2690000	417.9312	175.7328	2006.2504
contig_25_np1212	2690001	2692500	433.16	175.0228	14.778
contig_25_np1212	2692501	2695000	443.8304	173.446	11311.1352
contig_25_np1212	2695001	2697500	422.5452	179.5156	853.02
contig_25_np1212	2697501	2700000	457.2816	175.4716	45.5736
contig_25_np1212	2700001	2702500	407.954	172.418	89.3112
contig_25_np1212	2702501	2705000	413.35	157.7384	1285.5168
contig_25_np1212	2705001	2707500	415.1192	157.4664	2899.5992
contig_25_np1212	2707501	2710000	432.5068	157.5096	68.1648
contig_25_np1212	2710001	2712500	455.3064	153.0308	165.4644
contig_25_np1212	2712501	2715000	382.1388	163.6716	9222.3116
contig_25_np1212	2715001	2717500	429.7792	165.7768	1.1408
contig_25_np1212	2717501	2720000	423.8016	172.0504	49.312
contig_25_np1212	2720001	2722500	434.428	174.3756	178.7408
contig_25_np1212	2722501	2725000	438.0332	156.2752	2620.5928
contig_25_np1212	2725001	2727500	369.9624	151.1676	513.4388
contig_25_np1212	2727501	2730000	396.6184	162.154	199.386
contig_25_np1212	2730001	2732500	434.6504	155.856	47.6468
contig_25_np1212	2732501	2735000	407.3052	146.586	40.8188
contig_25_np1212	2735001	2737500	439.512	152.848	231.7996
contig_25_np1212	2737501	2740000	437.6164	151.7408	871.028
contig_25_np1212	2740001	2742500	439.4448	151.9768	709.704
contig_25_np1212	2742501	2745000	434.096	153.8576	1569.216
contig_25_np1212	2745001	2747500	392.6036	167.2168	718.74
contig_25_np1212	2747501	2750000	314.2576	163.4964	176.346
contig_25_np1212	2750001	2752500	397.5244	156.5608	517.7876
contig_25_np1212	2752501	2755000	397.6832	154.444	1312.8072
contig_25_np1212	2755001	2757500	421.8396	160.0884	571.4804
contig_25_np1212	2757501	2760000	453.9628	149.5928	166.686
contig_25_np1212	2760001	2762500	460.0264	167.134	374.8012
contig_25_np1212	2762501	2765000	440.8716	178.4096	4183.886
contig_25_np1212	2765001	2767500	397.6944	176.4776	645.4796
contig_25_np1212	2767501	2770000	375.4328	173.8684	594.7416
contig_25_np1212	2770001	2772500	398.2524	182.076	921.158
contig_25_np1212	2772501	2775000	427.1364	171.4332	5.0756
contig_25_np1212	2775001	2777500	439.6664	170.3108	1.7612
contig_25_np1212	2777501	2780000	405.0208	159.2472	474.5016
contig_25_np1212	2780001	2782500	404.5472	163.1024	2855.8944
contig_25_np1212	2782501	2785000	418.4928	181.1936	25545.3364
contig_25_np1212	2785001	2787500	450.4752	193.234	126.744
contig_25_np1212	2787501	2790000	459.5	185.3824	212.5296
contig_25_np1212	2790001	2792500	397.984	180.1544	757.1492
contig_25_np1212	2792501	2795000	451.9548	161.382	297.1452
contig_25_np1212	2795001	2797500	416.7136	160.7956	13690.0268
contig_25_np1212	2797501	2800000	375.536	161.4328	4681.564
contig_25_np1212	2800001	2802500	446.4156	153.8412	80.4
contig_25_np1212	2802501	2805000	453.4696	146.262	16.282
contig_25_np1212	2805001	2807500	439.6048	143.6608	213.686
contig_25_np1212	2807501	2810000	432.9588	144.122	1285.1664
contig_25_np1212	2810001	2812500	419.3548	140.2356	216.9816
contig_25_np1212	2812501	2815000	445.234	127.528	1896.7352
contig_25_np1212	2815001	2817500	410.7248	141.4904	3077.8232
contig_25_np1212	2817501	2820000	409.4384	142.9596	1521.8328
contig_25_np1212	2820001	2822500	429.3064	139.8656	837.5612
contig_25_np1212	2822501	2825000	441.08	126.4288	2347.3004
contig_25_np1212	2825001	2827500	410.6364	117.956	1843.3732
contig_25_np1212	2827501	2830000	367.2952	101.7248	246.4776
contig_25_np1212	2830001	2832500	421.8312	145.7152	966.6912
contig_25_np1212	2832501	2835000	434.3676	167.0452	4108.4024
contig_25_np1212	2835001	2837500	479.9776	175.4636	932.7184
contig_25_np1212	2837501	2840000	431.4524	180.1096	5615.0752
contig_25_np1212	2840001	2842500	429.6492	175.7152	5537.1836
contig_25_np1212	2842501	2845000	393.6848	174.8952	256.9132
contig_25_np1212	2845001	2847500	451.768	181.93	682.5716
contig_25_np1212	2847501	2850000	359.8084	184.4648	877.206
contig_25_np1212	2850001	2852500	432.5392	191.1596	1075.5556
contig_25_np1212	2852501	2855000	419.9604	178.1724	775.9256
contig_25_np1212	2855001	2857500	455.7444	191.2144	515.9452
contig_25_np1212	2857501	2860000	427.186	199.7968	195.6072
contig_25_np1212	2860001	2862500	441.2132	198.6824	5901.9576
contig_25_np1212	2862501	2865000	455.3424	189.6752	15833.4496
contig_25_np1212	2865001	2867500	409.7164	188.512	5149.7636
contig_25_np1212	2867501	2870000	424.9576	183.6136	2830.4236
contig_25_np1212	2870001	2872500	463.4864	197.392	281.7156
contig_25_np1212	2872501	2875000	441.2456	201.2724	806.6932
contig_25_np1212	2875001	2877500	451.1288	200.0164	495.9448
contig_25_np1212	2877501	2880000	463.1296	197.2404	1466.8724
contig_25_np1212	2880001	2882500	426.3728	187.6004	3326.3996
contig_25_np1212	2882501	2885000	419.0836	174.2944	3901.9932
contig_25_np1212	2885001	2887500	455.2004	162.5904	305.1384
contig_25_np1212	2887501	2890000	427.2128	161.9112	385.6604
contig_25_np1212	2890001	2892500	432.8232	164.4548	50.7528
contig_25_np1212	2892501	2895000	368.5392	162.4892	442.6212
contig_25_np1212	2895001	2897500	373.6532	171.5084	1458.2096
contig_25_np1212	2897501	2900000	453.6648	169.8564	2019.7156
contig_25_np1212	2900001	2902500	415.244	181.4384	8.6788
contig_25_np1212	2902501	2905000	440.6184	182.9796	451.42
contig_25_np1212	2905001	2907500	403.4656	192.4592	1206.914
contig_25_np1212	2907501	2910000	403.8124	174.9884	20.1728
contig_25_np1212	2910001	2912500	431.0352	150.2884	810.3372
contig_25_np1212	2912501	2915000	412.8064	126.8388	2388.1504
contig_25_np1212	2915001	2917500	409.9508	142.5712	882.7792
contig_25_np1212	2917501	2920000	442.402	153.3284	160.7984
contig_25_np1212	2920001	2922500	444.26	147.5896	764.5956
contig_25_np1212	2922501	2925000	374.7244	153.8848	1534.19
contig_25_np1212	2925001	2927500	462.1072	161.7612	1552.1092
contig_25_np1212	2927501	2930000	460.7984	155.6368	1299.7692
contig_25_np1212	2930001	2932500	371.376	142.6744	320.7244
contig_25_np1212	2932501	2935000	450.5728	165.1228	920.0612
contig_25_np1212	2935001	2937500	398.29	171.764	317.434
contig_25_np1212	2937501	2940000	439.5276	174.5776	2077.4736
contig_25_np1212	2940001	2942500	459.2164	182.9784	113.5448
contig_25_np1212	2942501	2945000	395.9528	200.1604	1822.9592
contig_25_np1212	2945001	2947500	445.6516	193.9768	192.8248
contig_25_np1212	2947501	2950000	450.354	192.2424	423.6384
contig_25_np1212	2950001	2952500	454.904	183.802	475.4768
contig_25_np1212	2952501	2955000	416.9568	161.572	51.2044
contig_25_np1212	2955001	2957500	403.964	144.3876	3778.02
contig_25_np1212	2957501	2960000	424.618	124.7044	602.698
contig_25_np1212	2960001	2962500	422.1244	154.0068	181.906
contig_25_np1212	2962501	2965000	387.3352	149.1004	184.5452
contig_25_np1212	2965001	2967500	354.4764	170.366	7.07
contig_25_np1212	2967501	2970000	411.2496	185.1392	1807.2076
contig_25_np1212	2970001	2972500	414.4348	183.7324	6034.9992
contig_25_np1212	2972501	2975000	444.4212	193.842	277.5048
contig_25_np1212	2975001	2977500	464.9048	194.3352	14.6348
contig_25_np1212	2977501	2980000	462.2664	196.2648	34.3208
contig_25_np1212	2980001	2982500	480.8364	200.1676	63.0036
contig_25_np1212	2982501	2985000	437.506	194.8936	72.9476
contig_25_np1212	2985001	2987500	442.068	188.2996	4772.558
contig_25_np1212	2987501	2990000	422.3	190.4496	579.9268
contig_25_np1212	2990001	2992500	438.3716	200.1724	169.084
contig_25_np1212	2992501	2995000	426.4008	200.8132	409.028
contig_25_np1212	2995001	2997500	393.1764	187.4692	93.9396
contig_25_np1212	2997501	3000000	390.6508	180.4692	153.7208
contig_25_np1212	3000001	3002500	431.4884	174.7084	5131.0468
contig_25_np1212	3002501	3005000	437.9792	178.3724	1718.3808
contig_25_np1212	3005001	3007500	401.7308	191.1116	290.7656
contig_25_np1212	3007501	3010000	426.0588	183.532	297.1616
contig_25_np1212	3010001	3012500	427.8556	177.0416	5102.7536
contig_25_np1212	3012501	3015000	425.564	165.9392	2363.5064
contig_25_np1212	3015001	3017500	422.622	157.2316	290.1932
contig_25_np1212	3017501	3020000	423.6748	169.8136	1750.7828
contig_25_np1212	3020001	3022500	442.486	167.0656	385.6
contig_25_np1212	3022501	3025000	404.9944	168.2284	122.562
contig_25_np1212	3025001	3027500	405.7356	151.214	1482.7588
contig_25_np1212	3027501	3030000	415.6152	167.0364	185.994
contig_25_np1212	3030001	3032500	461.07	165.4756	521.5548
contig_25_np1212	3032501	3035000	440.5136	158.4508	2520.9488
contig_25_np1212	3035001	3037500	464.4964	153.002	38.356
contig_25_np1212	3037501	3040000	408.3776	142.3928	10.474
contig_25_np1212	3040001	3042500	470.4992	124.0736	247.5924
contig_25_np1212	3042501	3045000	453.6864	144.7048	527.8944
contig_25_np1212	3045001	3047500	429.258	148.4012	140.4556
contig_25_np1212	3047501	3050000	414.7912	150.6548	269.726
contig_25_np1212	3050001	3052500	425.5444	141.9512	26165.894
contig_25_np1212	3052501	3055000	425.9168	133.8888	1169.632
contig_25_np1212	3055001	3057500	443.836	115.9096	1246.4828
contig_25_np1212	3057501	3060000	399.9168	114.7144	750.4748
contig_25_np1212	3060001	3062500	430.1376	150.4944	363.9172
contig_25_np1212	3062501	3065000	443.8776	160.4512	54.0392
contig_25_np1212	3065001	3067500	367.764	145.2452	89.4892
contig_25_np1212	3067501	3070000	426.3544	146.1392	15.3004
contig_25_np1212	3070001	3072500	439.8388	143.8464	17.1248
contig_25_np1212	3072501	3075000	424.7936	152.9984	596.26
contig_25_np1212	3075001	3077500	436.404	142.5448	1196.0504
contig_25_np1212	3077501	3080000	449.6936	125.792	1647.36
contig_25_np1212	3080001	3082500	372.5304	143.216	122.7944
contig_25_np1212	3082501	3085000	388.5056	157.002	367.028
contig_25_np1212	3085001	3087500	411.786	169.7112	346.7204
contig_25_np1212	3087501	3090000	376.4084	172.356	282.45
contig_25_np1212	3090001	3092500	433.0744	176.108	494.4656
contig_25_np1212	3092501	3095000	436.4756	114.9796	234.3452
contig_25_np1212	3095001	3097500	397.3372	109.5448	1000.2528
contig_25_np1212	3097501	3100000	447.282	130.2804	2387.4996
contig_25_np1212	3100001	3102500	421.1192	136.6692	1839.7568
contig_25_np1212	3102501	3105000	408.0512	145.554	457.0672
contig_25_np1212	3105001	3107500	379.1592	148.772	764.3952
contig_25_np1212	3107501	3110000	436.8592	161.8472	419.3044
contig_25_np1212	3110001	3112500	409.9704	165.0064	222.658
contig_25_np1212	3112501	3115000	427.392	186.3168	167.7428
contig_25_np1212	3115001	3117500	448.2452	185.1484	186.2044
contig_25_np1212	3117501	3120000	422.9324	172.0268	11971.1392
contig_25_np1212	3120001	3122500	469.6976	174.1848	171.2832
contig_25_np1212	3122501	3125000	473.8164	188.9324	159.2732
contig_25_np1212	3125001	3127500	430.452	177.1576	169.9648
contig_25_np1212	3127501	3130000	414.0412	165.6256	1502.6196
contig_25_np1212	3130001	3132500	442.0284	159.4052	194.4392
contig_25_np1212	3132501	3135000	461.0604	162.1952	428.3488
contig_25_np1212	3135001	3137500	430.93	152.8776	432.1844
contig_25_np1212	3137501	3140000	426.7372	157.3336	1277.2616
contig_25_np1212	3140001	3142500	439.4584	160.0688	74.0784
contig_25_np1212	3142501	3145000	411.114	178.692	18.0592
contig_25_np1212	3145001	3147500	428.4492	191.1576	2296.4604
contig_25_np1212	3147501	3150000	410.848	192.7744	1582.4452
contig_25_np1212	3150001	3152500	421.8148	179.274	220.2428
contig_25_np1212	3152501	3155000	440.3832	178.4968	13.054
contig_25_np1212	3155001	3157500	406.4976	137.0644	60.4312
contig_25_np1212	3157501	3160000	421.5896	139.5448	407.172
contig_25_np1212	3160001	3162500	404.6636	137.9088	720.0756
contig_25_np1212	3162501	3165000	411.9084	137.2556	2162.9788
contig_25_np1212	3165001	3167500	282.3736	143.2632	978.8108
contig_25_np1212	3167501	3170000	389.9128	150.1956	10.8376
contig_25_np1212	3170001	3172500	442.3924	154.9696	66.8488
contig_25_np1212	3172501	3175000	440.6788	163.9232	248.7204
contig_25_np1212	3175001	3177500	421.8496	171.2876	331.4324
contig_25_np1212	3177501	3180000	391.7256	172.218	1128.3708
contig_25_np1212	3180001	3182500	402.6284	167.6136	790.1176
contig_25_np1212	3182501	3185000	415.0272	165.8864	683.56
contig_25_np1212	3185001	3187500	403.6844	172.7624	611.4412
contig_25_np1212	3187501	3190000	448.4992	188.838	19.7272
contig_25_np1212	3190001	3192500	404.7556	192.284	43.2544
contig_25_np1212	3192501	3195000	436.2764	181.3796	110.8424
contig_25_np1212	3195001	3197500	439.2836	177.148	238.602
contig_25_np1212	3197501	3200000	407.6512	169.0872	540.7736
contig_25_np1212	3200001	3202500	328.3144	155.9092	103.47
contig_25_np1212	3202501	3205000	417.5336	161.4816	149.1672
contig_25_np1212	3205001	3207500	418.13	177.124	1503.8532
contig_25_np1212	3207501	3210000	419.0892	188.0244	2827.9588
contig_25_np1212	3210001	3212500	406.514	178.2944	3621.4516
contig_25_np1212	3212501	3215000	385.4184	175.2724	2297.236
contig_25_np1212	3215001	3217500	437.0132	182.626	4343.1764
contig_25_np1212	3217501	3220000	447.8952	174.3244	293.4412
contig_25_np1212	3220001	3222500	439.416	169.924	64.1304
contig_25_np1212	3222501	3225000	499.2188	172.8904	9.418
contig_25_np1212	3225001	3227500	547.6236	155.9628	33.7564
contig_25_np1212	3227501	3230000	420.872	131.4412	0.1228
contig_25_np1212	3230001	3232500	346.3248	142.2928	5600.97
contig_25_np1212	3232501	3235000	447.4356	159.4336	7875.21
contig_25_np1212	3235001	3237500	439.8144	164.256	98.5868
contig_25_np1212	3237501	3240000	422.3388	168.1736	295.9136
contig_25_np1212	3240001	3242500	444.6664	170.3248	511.272
contig_25_np1212	3242501	3245000	371.788	172.8016	477.4932
contig_25_np1212	3245001	3247500	322.472	174.7132	621.4708
contig_25_np1212	3247501	3250000	432.6816	172.5308	1422.0884
contig_25_np1212	3250001	3252500	372.3016	166.8452	9.812
contig_25_np1212	3252501	3255000	416.8012	163.7108	86.2052
contig_25_np1212	3255001	3257500	446.1212	164.7828	2078.1176
contig_25_np1212	3257501	3260000	457.8104	142.0252	182.21
contig_25_np1212	3260001	3262500	433.9688	132.426	1268.1764
contig_25_np1212	3262501	3265000	370.498	144.4928	8510.0372
contig_25_np1212	3265001	3267500	353.9036	156.2608	20759.9244
contig_25_np1212	3267501	3270000	428.5524	159.9192	143.7272
contig_25_np1212	3270001	3272500	434.058	160.2608	135.0456
contig_25_np1212	3272501	3275000	438.6136	158.8512	113.236
contig_25_np1212	3275001	3277500	382.6796	149.7888	464.2224
contig_25_np1212	3277501	3280000	448.6444	153.884	436.2916
contig_25_np1212	3280001	3282500	448.6772	154.5468	76.3532
contig_25_np1212	3282501	3285000	407.6344	148.962	146.0036
contig_25_np1212	3285001	3287500	461.5592	154.0152	339.9472
contig_25_np1212	3287501	3290000	428.4128	162.2788	567.3008
contig_25_np1212	3290001	3292500	423.0664	158.2588	491.5024
contig_25_np1212	3292501	3295000	383.8928	147.3996	560.1652
contig_25_np1212	3295001	3297500	410.1436	145.1444	1096.0076
contig_25_np1212	3297501	3300000	418.0908	143.158	0.9668
contig_25_np1212	3300001	3302500	398.8448	154.6032	11.544
contig_25_np1212	3302501	3305000	443.092	165.2632	4670.6668
contig_25_np1212	3305001	3307500	379.5208	170.6268	387.1808
contig_25_np1212	3307501	3310000	464.6688	172.8776	199.9536
contig_25_np1212	3310001	3312500	455.046	172.4156	835.3604
contig_25_np1212	3312501	3315000	409.1864	190.9688	427.9044
contig_25_np1212	3315001	3317500	420.4816	184.6328	13370.4412
contig_25_np1212	3317501	3320000	390.566	170.002	4290.8528
contig_25_np1212	3320001	3322500	397.3268	163.1688	473.9032
contig_25_np1212	3322501	3325000	462.4584	164.3584	834.102
contig_25_np1212	3325001	3327500	441.1548	154.746	209.7708
contig_25_np1212	3327501	3330000	441.9036	148.214	219.124
contig_25_np1212	3330001	3332500	370.7372	153.644	286.1504
contig_25_np1212	3332501	3335000	402.8592	163.2448	1128.6344
contig_25_np1212	3335001	3337500	369.2084	171.7004	65.7244
contig_25_np1212	3337501	3340000	379.0188	175.1136	292.7184
contig_25_np1212	3340001	3342500	459.3316	186.2236	192.0984
contig_25_np1212	3342501	3345000	423.6692	183.3356	72.4832
contig_25_np1212	3345001	3347500	452.7288	150.6608	679.1188
contig_25_np1212	3347501	3350000	361.152	170.5124	911.4356
contig_25_np1212	3350001	3352500	439.7116	171.6344	262.258
contig_25_np1212	3352501	3355000	439.138	157.9008	20546.0868
contig_25_np1212	3355001	3357500	409.3712	158.2668	218.2916
contig_25_np1212	3357501	3360000	414.4796	185.9016	1267.302
contig_25_np1212	3360001	3362500	435.2572	177.5264	5373.6864
contig_25_np1212	3362501	3365000	362.9792	176.2164	57.7248
contig_25_np1212	3365001	3367500	421.4804	176.736	257.5816
contig_25_np1212	3367501	3370000	456.6408	162.4524	2275.146
contig_25_np1212	3370001	3372500	457.0844	147.0488	3.6808
contig_25_np1212	3372501	3375000	441.3968	161.7652	1292.6724
contig_25_np1212	3375001	3377500	431.4188	173.2612	1087.6108
contig_25_np1212	3377501	3380000	425.168	171.0032	603.4252
contig_25_np1212	3380001	3382500	438.9376	161.8348	648.4668
contig_25_np1212	3382501	3385000	415.99	187.258	2033.7484
contig_25_np1212	3385001	3387500	453.3704	188.1936	533.2092
contig_25_np1212	3387501	3390000	460.0088	183.2396	158.364
contig_25_np1212	3390001	3392500	460.628	184.844	313.5672
contig_25_np1212	3392501	3395000	454.7652	182.8816	863.3872
contig_25_np1212	3395001	3397500	459.2116	176.2232	586.7468
contig_25_np1212	3397501	3400000	446.7744	176.6512	2539.0272
contig_25_np1212	3400001	3402500	376.3752	155.6052	315.822
contig_25_np1212	3402501	3405000	448.9312	149.7672	241.9712
contig_25_np1212	3405001	3407500	457.578	148.7936	21.2584
contig_25_np1212	3407501	3410000	465.2168	160.9296	6.3728
contig_25_np1212	3410001	3412500	398.2752	156.9016	4051.0708
contig_25_np1212	3412501	3415000	357.7624	145.3036	32.0476
contig_25_np1212	3415001	3417500	403.028	121.7984	39.9444
contig_25_np1212	3417501	3420000	493.4044	111.8716	71.2024
contig_25_np1212	3420001	3422500	442.418	106.0408	270.6832
contig_25_np1212	3422501	3425000	440.326	141.1488	273.004
contig_25_np1212	3425001	3427500	408.9244	163.9648	1169.8292
contig_25_np1212	3427501	3430000	474.8636	157.9048	1124.9652
contig_25_np1212	3430001	3432500	390.3856	158.4424	1315.79
contig_25_np1212	3432501	3435000	440.342	165.504	1920.8096
contig_25_np1212	3435001	3437500	444.8028	168.4872	671.3
contig_25_np1212	3437501	3440000	411.63	173.3928	20.8556
contig_25_np1212	3440001	3442500	452.0804	176.6356	230.5068
contig_25_np1212	3442501	3445000	430.7708	157.4268	68.4404
contig_25_np1212	3445001	3447500	458.1124	164.348	47.9648
contig_25_np1212	3447501	3450000	413.434	175.864	42.5108
contig_25_np1212	3450001	3452500	434.5748	167.7484	111.6464
contig_25_np1212	3452501	3455000	428.134	161.9052	369.9072
contig_25_np1212	3455001	3457500	422.3376	149.2676	123.0288
contig_25_np1212	3457501	3460000	427.126	150.7956	26.6932
contig_25_np1212	3460001	3462500	409.0504	152.116	1.0532
contig_25_np1212	3462501	3465000	432.8348	149.204	2.22
contig_25_np1212	3465001	3467500	434.464	139.384	169.0944
contig_25_np1212	3467501	3470000	400.8052	137.0432	52.8292
contig_25_np1212	3470001	3472500	436.0772	141.1236	9.2044
contig_25_np1212	3472501	3475000	435.522	136.2936	5.35
contig_25_np1212	3475001	3477500	462.4276	129.0584	1.3008
contig_25_np1212	3477501	3480000	413.7812	123.2372	0.9548
contig_25_np1212	3480001	3482500	416.7376	123.6264	43.1712
contig_25_np1212	3482501	3485000	413.0856	138.116	41.8156
contig_25_np1212	3485001	3487500	424.4156	136.6512	2.9184
contig_25_np1212	3487501	3490000	435.9096	131.7632	0.398
contig_25_np1212	3490001	3492500	418.43	120.0896	20.9408
contig_25_np1212	3492501	3495000	440.3392	122.646	9.9052
contig_25_np1212	3495001	3497500	397.886	121.2576	1.3268
contig_25_np1212	3497501	3500000	445.1316	117.06	1.0184
contig_25_np1212	3500001	3502500	415.0316	127.7148	327.8704
contig_25_np1212	3502501	3505000	337.088	146.0544	64.2804
contig_25_np1212	3505001	3507500	430.2424	133.5384	73.2672
contig_25_np1212	3507501	3510000	468.93	142.8652	2.424
contig_25_np1212	3510001	3512500	397.3992	136.154	3.0336
contig_25_np1212	3512501	3515000	373.31	134.8336	0.216
contig_25_np1212	3515001	3517500	384.5932	141.118	0.6084
contig_25_np1212	3517501	3520000	457.34	142.162	106.292
contig_25_np1212	3520001	3522500	452.74	142.2832	2.2176
contig_25_np1212	3522501	3525000	438.0324	143.028	0.076
contig_25_np1212	3525001	3527500	439.348	143.5524	7.704
contig_25_np1212	3527501	3530000	425.1092	136.6572	23.6392
contig_25_np1212	3530001	3532500	488.5432	158.4404	79.7088
contig_25_np1212	3532501	3535000	436.8024	156.326	234.3032
contig_25_np1212	3535001	3537500	418.532	161.8404	1480.2376
contig_25_np1212	3537501	3540000	443.8436	179.6108	874.0372
contig_25_np1212	3540001	3542500	378.1212	182.114	101.7824
contig_25_np1212	3542501	3545000	455.1528	176.032	879.7524
contig_25_np1212	3545001	3547500	430.146	164.7316	641.6824
contig_25_np1212	3547501	3550000	467.6852	163.4976	157.5532
contig_25_np1212	3550001	3552500	418.3008	149.832	511.8768
contig_25_np1212	3552501	3555000	425.4976	175.4852	295.674
contig_25_np1212	3555001	3557500	458.5336	188.7632	763.2828
contig_25_np1212	3557501	3560000	420.2984	190.8772	778.2492
contig_25_np1212	3560001	3562500	420.4868	207.3104	8202.662
contig_25_np1212	3562501	3565000	453.6408	204.0468	497.7776
contig_25_np1212	3565001	3567500	423.9096	198.1212	1678.7876
contig_25_np1212	3567501	3570000	388.3028	194.6064	1013.6364
contig_25_np1212	3570001	3572500	366.9084	191.7384	405.1296
contig_25_np1212	3572501	3575000	476.9236	192.7812	491.5696
contig_25_np1212	3575001	3577500	385.2216	181.9648	424.3488
contig_25_np1212	3577501	3580000	415.5408	182.8024	7222.2412
contig_25_np1212	3580001	3582500	402.8784	188.8904	2655.8248
contig_25_np1212	3582501	3585000	431.6816	179.6524	1738.2232
contig_25_np1212	3585001	3587500	448.6192	171.1632	1889.8356
contig_25_np1212	3587501	3590000	409.9328	151.0272	431.9212
contig_25_np1212	3590001	3592500	385.1888	181.7988	495.9276
contig_25_np1212	3592501	3595000	412.4072	190.8168	89.6124
contig_25_np1212	3595001	3597500	472.332	193.3412	1080.5092
contig_25_np1212	3597501	3600000	385.6256	193.6752	51.46
contig_25_np1212	3600001	3602500	396.6264	178.2012	916.9544
contig_25_np1212	3602501	3605000	399.0024	173.9208	1161.5836
contig_25_np1212	3605001	3607500	396.028	169.2136	38.976
contig_25_np1212	3607501	3610000	434.7376	177.3684	22319.562
contig_25_np1212	3610001	3612500	466.7324	182.5868	52.0748
contig_25_np1212	3612501	3615000	427.4372	176.8744	1751.564
contig_25_np1212	3615001	3617500	453.5248	168.5596	4066.6768
contig_25_np1212	3617501	3620000	425.2984	163.0528	1209.6372
