# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "10" "-M" "--fraction" "-p" "-t" "gene" "-g" "Name" "-a" "../zenodo_folder/genomes/genomic.gff" "-o" "counts/counts_dfir2.txt" "star_map_dfir2/Dfir-0h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-0h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-0h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_dfir2/Dfir-0h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-0h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-0h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam
RB653_008508	CM069767.1	1560724	1561413	+	690	16	0	7	3	0	0.50	0	4	0
RB653_008534	CM069767.1	1561490	1565411	-	3922	726	2424	632	652	188	987	1278	754	4434
RB653_008509	CM069767.1	1566176	1567675	+	1500	7896	470	1911	4167	293	613	2754	1062	1164
RB653_008510	CM069767.1	1567937	1569114	+	1178	4198	2074	2487.00	4843.00	2452	2917	2405.33	1262	3562
RB653_008511	CM069767.1	1572825	1573453	+	629	13958.00	2689.00	5673.50	14343.00	17770.50	5287.00	2425	2144.00	3378
RB653_008535	CM069767.1	1574142	1579452	-	5311	1645	2948	1382	21251.00	43880	21472	12552	15643	10905
RB653_008536	CM069767.1	1581870	1584094	-	2225	814	748	1002	520	274	466	674	318	950
RB653_008513	CM069767.1	1584745	1587541	+	2797	23077	53302.00	85169.00	11482.00	6702.00	8371	12698.67	8316	63823.00
RB653_008555	CM069767.1	1587636	1589855	-	2220	44	1258	100	56	26	200	170	182	1776
RB653_008537	CM069767.1	1590336	1591142	+	807	696	358	784	1145	230	678	1119	632	900
RB653_008538	CM069767.1	1591602	1592765	+	1164	118	172	102	138	128	76	124	60	364
RB653_008556	CM069767.1	1592838	1598921	-	6084	810	6141	1734	1319	1448	666	460	189	9576
RB653_008539	CM069767.1	1600025	1601071	+	1047	312	288	518	110	44	64	102	56	421
RB653_008540	CM069767.1	1603123	1606239	+	3117	301.66	2157.03	999.36	945.89	53.94	443.76	925.14	68.48	15129.17
RB653_008541	CM069767.1	1606735	1608423	+	1689	8227	12462	7191	1756	1033	1488	2093.50	2148	7342
RB653_008542	CM069767.1	1608609	1614884	+	6276	6	84	14	4	8	38	8	26	100
RB653_008557	CM069767.1	1614949	1617300	-	2352	120	376	342	1989	1303	2195	1875	1136.00	1468
RB653_008543	CM069767.1	1617976	1619303	+	1328	52	16	22	265	32	157	178	44	98
RB653_008544	CM069767.1	1620257	1621831	+	1575	2854	586	1106	4938	2383	5120	6731	2372	2223
RB653_008558	CM069767.1	1621973	1623004	-	1032	3747.50	1074	1389	1448	1650	281	839	487	1136
RB653_008545	CM069767.1	1624605	1627776	+	3172	3520	12365	6738	28176	20859	13812	26943	12755	32586
RB653_008559	CM069767.1	1627823	1629685	-	1863	1948	2886	1428	802	906	478	508	466	2610
RB653_008546	CM069767.1	1629986	1631305	+	1320	320	919	454	90	6	26	80	60	978.50
RB653_008560	CM069767.1	1631316	1634660	-	3345	954	328	645	8050	1771	1006	2553	3797	513
RB653_008561	CM069767.1	1635155	1637692	-	2538	4222	1215	1801	28936	19746	6825	22733.50	5401.00	5589
RB653_008562	CM069767.1	1639117	1640432	-	1316	3250	1094	2918	436	276	798	1580.00	1252	1838
RB653_008563	CM069767.1	1640756	1641791	-	1036	442	294	282	148	20	120	150	118	378
RB653_008564	CM069767.1	1642327	1643493	-	1167	274	308	210	10	2	6	12	14	104
RB653_008547	CM069767.1	1644070	1645788	+	1719	11523	6550	11392	10826	19380	9590	9683	5581	8013
RB653_008565	CM069767.1	1645870	1649887	-	4018	866	1482	1352	2705	2578	3056	2880	1618	2896
RB653_008548	CM069767.1	1650704	1655014	+	4311	52	160	140	52	26	26	28	14	202
RB653_008566	CM069767.1	1655077	1658430	-	3354	1044	1551	844	1148	752	1149	1276	622	1526
RB653_008567	CM069767.1	1658938	1660740	-	1803	204	194	316	296	80	144	260	112	286
RB653_008549	CM069767.1	1661043	1661519	+	477	4113	324	2800	724.00	402	544	907	846	645
RB653_008550	CM069767.1	1662573	1663468	+	896	10561.50	6508.00	8859.00	8584.00	7028	5337	12217.00	5474	3418
RB653_008551	CM069767.1	1663818	1665703	+	1886	132	100	168	66	8	4	14	10	102
RB653_008568	CM069767.1	1665871	1666704	-	834	38	2	2	3586	1411	2084	2647	3612	1592
RB653_008569	CM069767.1	1667494	1668384	-	891	83	6	54	454	261	319	306	376	573
RB653_008570	CM069767.1	1668646	1668988	-	343	2	0	2	10	2	0	0	2	2
RB653_010936	CM069767.1	1669627	1669699	-	73	0	0	0	0	0	0	0	0	0
RB653_008571	CM069767.1	1670439	1672117	-	1679	3684	2438	2918	2666	852	854	1360	984	1888
RB653_008552	CM069767.1	1672290	1673487	+	1198	2619.00	971.00	2308.50	767	837	519.00	656.00	468	999.00
RB653_008553	CM069767.1	1674194	1676711	+	2518	17164.00	22121	13176.58	825	724	2746	14774.00	12085.00	17743
RB653_008554	CM069767.1	1677143	1678918	+	1776	1186	3060.00	1226	1573	5713	1379	949	664	3241
RB653_008572	CM069767.1	1679120	1682997	-	3878	438	496	100	1364	1209	2424	1546	1408	5533
RB653_008573	CM069767.1	1683295	1689464	-	6170	596	1379	713.09	2264	2745.50	4894.75	2319.79	3016.09	5932.50
RB653_008574	CM069767.1	1690113	1692052	+	1940	878	1197	713	1859	3467	1394	1809	892	1899
RB653_008590	CM069767.1	1692104	1695274	-	3171	16	50	0	81	10	50	146	188	604
RB653_008575	CM069767.1	1697867	1698448	+	582	280	237	268.00	632	191.50	959	2406.00	3758.50	3818.00
RB653_008576	CM069767.1	1698710	1700095	+	1386	880	646	707	815	456	620	722	484	782
RB653_008591	CM069767.1	1700106	1701485	-	1380	76	2	52	629	134	390	735	378	160
RB653_008577	CM069767.1	1702191	1706416	+	4226	112	980	204	91	624	1208.17	492.50	828.40	1593.30
RB653_008592	CM069767.1	1709264	1716899	-	7636	6	8	0	69	12	195	146	171	149
RB653_008593	CM069767.1	1717648	1718652	-	1005	880	684	608	268	24	210	656	589	1487
RB653_008594	CM069767.1	1718939	1719996	-	1058	596	596	324	604	830	492	878	410	766
RB653_008578	CM069767.1	1720125	1721436	+	1312	1485	720	1222	1816	1108	1034	1876.50	1124	1634
RB653_008595	CM069767.1	1721537	1725454	-	3918	4527	8882	1602	7432	852	970	2286	626	7564
RB653_008596	CM069767.1	1726167	1727921	-	1755	9896.00	2718	3412	6319	4436	3662	6021	2030	2401
RB653_008597	CM069767.1	1729946	1730986	-	1041	338	44	58	1432	1359	1826	2022	1067	387
RB653_008598	CM069767.1	1731257	1732603	-	1347	2778	902	2731	5168	6097	4620	4716	3591	2527
RB653_008599	CM069767.1	1732999	1733930	-	932	388	104	214	554	124	558	450	540	314
RB653_008579	CM069767.1	1734487	1737251	+	2765	236	927	468	2563	1590	3163	3082	2413	3348
RB653_008600	CM069767.1	1737422	1741328	-	3907	60.32	267.85	83.65	75.78	37.97	89.18	40.27	39.10	401.40
RB653_008601	CM069767.1	1741597	1744539	-	2943	2575	1454	2408	5330	999	1788	3026	2227	2571
RB653_008580	CM069767.1	1746428	1747951	+	1524	12	14	8	36	9	46	18	16	54
RB653_008602	CM069767.1	1748173	1753229	-	5057	114	1664	324	654	1748	610	380	212	3669
RB653_008581	CM069767.1	1753593	1755329	+	1737	295.25	1055.33	424.00	1424.00	1240.00	1776.00	1453.00	1208.00	3567.25
RB653_008582	CM069767.1	1755374	1755745	+	372	278	108	230	52	36	8	10	10	100
RB653_008603	CM069767.1	1755815	1756447	-	633	246	198	450	96	4	30	34	22	194
RB653_008583	CM069767.1	1756946	1758140	+	1195	5703.00	3272.00	3346.00	2008	1373.67	1358	1789	1218.00	2844
RB653_008604	CM069767.1	1758238	1758877	-	640	0	0	0	226	0	40	90	314	104
RB653_008584	CM069767.1	1760003	1762030	+	2028	356	486	328	1184	486	908	821	865	930
RB653_008585	CM069767.1	1764105	1770992	+	6888	1330	9676	1913	2177	1212	2145	2224	1718	6721
RB653_008586	CM069767.1	1771395	1772614	+	1220	2666	885	2403	990	416	356	476	372	890
RB653_008587	CM069767.1	1773468	1777244	+	3777	130	413	232	1192	1010	1066	1503	930	1162
RB653_008605	CM069767.1	1778441	1781790	-	3350	4664	218282.00	60395	3476	109389.17	41131.00	15203	44074.00	256226
RB653_008588	CM069767.1	1783624	1785528	+	1905	1546	976	2093	2311	698	650	1886	1500	1182
RB653_008589	CM069767.1	1785572	1786468	+	897	11230	2468	4602	1822	2272	1225	3855	2054	3545
RB653_008606	CM069767.1	1787819	1791104	+	3286	122	70	134	1696	1211.00	2741	1664	1713	1138
RB653_008622	CM069767.1	1791055	1792912	-	1858	2320	3140.00	1313	3449	4134	3980	4791	1800	5232
RB653_008607	CM069767.1	1794478	1794902	+	425	40	0	0	10	2	22	26	8	8
RB653_008608	CM069767.1	1796819	1805389	+	8571	2340.50	8778	2651.50	9289.00	9928	15023.39	13463	9908	26389.97
RB653_008609	CM069767.1	1806021	1809847	+	3827	72	328	187.50	234.25	27	253.55	160.00	92.50	1249.29
RB653_008623	CM069767.1	1809980	1810291	-	312	206	14	16	692	118	50	206	138	120
RB653_008624	CM069767.1	1811117	1813860	-	2744	765.56	1466.97	682.47	1522.00	840.31	1036.06	1086.40	427.42	1690.83
RB653_008610	CM069767.1	1814343	1815468	+	1126	46	24	37	353.50	58	317	455	243	54
RB653_008611	CM069767.1	1815868	1817390	+	1523	6	0	4	3164	54	330	600	1394	64
RB653_008625	CM069767.1	1817454	1821607	-	4154	39	219	28	256	1997	252	44	48	748
RB653_008626	CM069767.1	1821859	1823510	-	1652	214	218	150	90	60	104	118	86	274
RB653_008612	CM069767.1	1823967	1824663	+	697	10454	95773	299312.50	995	1719	3572	4646	2455	76845.50
RB653_008613	CM069767.1	1825246	1827115	+	1870	2	2	3	6493	72	1124	1112	2975	312
RB653_008627	CM069767.1	1827072	1827529	-	458	2692	1387	1367.00	158	56	235	383.00	276	1015
RB653_008628	CM069767.1	1827839	1830871	-	3033	1336	902	906	12605.00	13900	10168.00	12005.00	5027	5740
RB653_008614	CM069767.1	1831649	1832589	+	941	12412.50	8839.50	18337.00	2844.00	3446	1202	3179	1573	9376.00
RB653_008629	CM069767.1	1832647	1833859	-	1213	121	368	214	430	532	448	532	367	718
RB653_008615	CM069767.1	1834210	1837416	+	3207	132	130	257	1495	330	588	1107	432	580
RB653_008630	CM069767.1	1837500	1838999	-	1500	298	270	138	51.00	0	20	18	24	204
RB653_008631	CM069767.1	1839164	1840561	-	1398	4666	2960	2520	2693	2666	1706	1105	668	3398
RB653_008632	CM069767.1	1841267	1843313	-	2047	102.00	6438.33	2508.00	287	6121.00	2843.94	864.50	781.47	10080.54
RB653_008633	CM069767.1	1843506	1844666	-	1161	146	72	88	57	46	68	48	36	69
RB653_008634	CM069767.1	1845123	1850757	-	5635	766	960	800	2166	4775.67	1791	1526	1490	3162
RB653_008635	CM069767.1	1851107	1851850	-	744	9	8	8	2	0	0	0	0	6
RB653_008616	CM069767.1	1853128	1855611	+	2484	4833.00	1487	2588	9462.50	4486	3365	3606	2621	6758
RB653_008617	CM069767.1	1855835	1859244	+	3410	356.67	498.04	284.20	621.12	392.16	486.59	449.21	226.11	734.69
RB653_008618	CM069767.1	1859743	1861176	+	1434	98	30	188	34	22	0	12	16	60
RB653_008636	CM069767.1	1861225	1864028	-	2804	225	60	231	1215	562	638	1033	560	812
RB653_008619	CM069767.1	1864909	1867892	+	2984	740	4451	1215	2922	4239	2528	2233	1512	6051.00
RB653_008637	CM069767.1	1867919	1869507	-	1589	138	126	136	312	288	360	284	144	402
RB653_010724	CM069767.1	1870642	1870803	-	162	57	5	28	13	2	9	16	12	19
RB653_008638	CM069767.1	1871029	1874462	-	3434	1760	4794	1777	4987.00	5035	3348	4259	2471	9533
RB653_008620	CM069767.1	1875723	1878084	+	2362	33.57	471.72	337.09	350.04	2623.34	2992.43	1123.52	639.35	2540.05
RB653_008639	CM069767.1	1878563	1881208	-	2646	108	134	266	228	66	144	162	104	268
RB653_008640	CM069767.1	1881409	1883386	-	1978	3540	4336	3180	2904	1036	1126	2210	1970	3504.00
RB653_008641	CM069767.1	1883819	1885043	-	1225	4953	1820	2056	4719	4060	3552	5485	3767	2765
RB653_008621	CM069767.1	1886258	1887701	+	1444	18658	7956	9396	8499	12050	6798	8869	5290	9224
RB653_010675	CM069767.1	1887897	1888058	+	162	23	2	4	11	4	13	18	6	28
RB653_008660	CM069767.1	1888536	1890017	-	1482	114	748	290	232	592	421	296	178	908
RB653_008642	CM069767.1	1891172	1894147	+	2976	86.44	936.24	529.10	415.89	509.72	1888.31	1354.45	1374.10	7917.91
RB653_008661	CM069767.1	1894310	1897314	-	3005	381.25	2356.40	1189.00	232.89	432	423.50	172	109.40	857.47
RB653_008662	CM069767.1	1897821	1900753	-	2933	50	58	14	3133	2246	4375	2360	2308	146
RB653_008663	CM069767.1	1901368	1904147	-	2780	1324	340	633	62239.50	118346	106740.00	68858	64378	7394
RB653_008643	CM069767.1	1906091	1907709	+	1619	9833	5876	10826	321	1230	1160	248	222	1626
RB653_008664	CM069767.1	1907817	1909859	-	2043	38310.00	9561	14000	30133	26446	17320	27239	21397	20273
RB653_008665	CM069767.1	1910189	1912681	-	2493	6317	3760	2183	2352	926	2336	3105	1601	3372
RB653_008644	CM069767.1	1913064	1914548	+	1485	390	376	186	1360	741	1016	882	1596	1155
RB653_008666	CM069767.1	1914603	1921945	-	7343	6348	3059	2976	12419.25	1617	2775.20	4187	6224.50	2910
RB653_008645	CM069767.1	1922267	1923655	+	1389	2266.00	1180	1623	1063	114	729	826	669	1356
RB653_008646	CM069767.1	1924029	1925956	+	1928	11362	2149	4875	15051.00	15660	10957	15465	15159	7554
RB653_008667	CM069767.1	1925896	1926963	-	1068	187	177	241	167	34	116	110	76	318
RB653_008647	CM069767.1	1927466	1930957	+	3492	298	816	346	894	288	862	892	380	1682
RB653_008648	CM069767.1	1931940	1933895	+	1956	1616	10374	11582	3841	5102	3934	3232	4106	8677
RB653_008649	CM069767.1	1940427	1944304	+	3878	206	1760	450	2137	504	2683	1598	1782	7290
RB653_008668	CM069767.1	1944342	1947333	-	2992	2394	7316	3550	5050	4958	5299	4356	1920	9154
RB653_008650	CM069767.1	1948036	1951449	+	3414	170	1594.00	610.00	410	1626.00	2885.42	1561	1386	3545.17
RB653_008669	CM069767.1	1951511	1953142	-	1632	370	1048	304	300	431	241	192	122	690
RB653_008652	CM069767.1	1958331	1960352	+	2022	408	1089	1425	5828.00	41856.00	54016.75	27533.50	24529.00	22089.56
RB653_008670	CM069767.1	1960809	1961638	-	830	612	340	350	70	50	192	148	109	360
RB653_008653	CM069767.1	1962150	1964397	+	2248	16372	6066	5619	19166.00	26837	12175	16926	16266	8194
RB653_008654	CM069767.1	1964739	1967363	+	2625	552	1581	502.00	882	624	652	722	166	1795.00
RB653_008671	CM069767.1	1967671	1968051	-	381	10	0	2	128	6	14	42	26	18
RB653_008655	CM069767.1	1968990	1970609	+	1620	15468	5844	3069	15643	10396	6843	14639	11948	8672
RB653_008656	CM069767.1	1970763	1971532	+	770	2948	786	1709	899	2047	366	310	266	834
RB653_008672	CM069767.1	1971742	1972767	-	1026	0	0	2	2	0	2	0	4	0
RB653_008673	CM069767.1	1973131	1976313	-	3183	465	938.90	319.17	1025.02	606.65	635.60	665.60	259.61	1349.93
RB653_008674	CM069767.1	1976769	1978476	-	1708	16	2	0	24	12	28	22	16	58
RB653_008657	CM069767.1	1979554	1981827	+	2274	122	106	28	96	142	218	158	94	482
RB653_008675	CM069767.1	1981851	1983402	-	1552	136	144	137	408	112	176	182	158	232
RB653_008658	CM069767.1	1983722	1984669	+	948	85	14	26	638	164	244	282	276	168
RB653_008659	CM069767.1	1985437	1986671	+	1235	850	222	876	218	28	36	45	36	220
RB653_008676	CM069767.1	1987294	1989503	-	2210	1504	630	702	6239	2097	3095	3172	1717	2320.50
RB653_008677	CM069767.1	2000001	2001947	+	1947	2793	44506	20903	800.95	404	1141	2328	338	29079
RB653_008678	CM069767.1	2002980	2003531	+	552	474	200	507	423	126	148	176	198	356
RB653_008690	CM069767.1	2003864	2004508	-	645	2573	552	1525	548	128	284	334	178	554
RB653_008691	CM069767.1	2004718	2005050	-	333	2	0	0	0	0	2	2	0	0
RB653_008692	CM069767.1	2006260	2009455	-	3196	1039	357	456	51	34	50	84	78	274
RB653_008679	CM069767.1	2009666	2010281	+	616	71	14	24	1	0	8	6	8	30
RB653_010689	CM069767.1	2011741	2011849	+	109	132	22	182	28	0	220	542	220	1474.00
RB653_010690	CM069767.1	2012553	2012630	+	78	9	6	2	3	0	6	0	0	8
RB653_008693	CM069767.1	2014054	2018373	-	4320	130.90	478.90	155.77	56.61	23.78	57.72	43.90	36.63	403.73
RB653_008694	CM069767.1	2019536	2021863	-	2328	79	22	64	2	2	8	0	2	54
RB653_008680	CM069767.1	2033088	2034979	+	1892	58	2	10	10	18	20	22	18	66
RB653_008681	CM069767.1	2042829	2043677	+	849	8580.80	814.40	1916.40	6996	5530	176	166	90	1174
RB653_008696	CM069767.1	2044072	2045208	-	1137	132	30	42	131690.00	6	8032	38984.00	57734.00	3496.00
RB653_008682	CM069767.1	2047620	2050226	+	2607	1542.98	4217.83	2085.50	726.62	199.08	748.64	510.45	564.92	1289.62
RB653_008701	CM069767.1	2052050	2052304	+	255	102	2	40	243	106	292	278	244	44
RB653_008683	CM069767.1	2052718	2059000	+	6283	38	46	54	1956.25	366	400	625.00	566.40	262
RB653_008684	CM069767.1	2060233	2064387	+	4155	14	2	6	510	2	392	2742	1260	1872
RB653_008685	CM069767.1	2065627	2068671	+	3045	5675	4670.50	2528	23854.50	11559	14558	23903.00	4084	9274
RB653_008697	CM069767.1	2074153	2076173	-	2021	7178	294	1476	57394.50	159644.00	25460.00	21929	19200	2632
RB653_008686	CM069767.1	2077423	2078783	+	1361	424	247	424	957	289.50	444	730	632	700
RB653_008698	CM069767.1	2078617	2079766	-	1150	5125.00	4204	4502	1204	439	527	1628	581	3282
RB653_008699	CM069767.1	2079983	2081347	-	1365	218.67	368.47	260.50	138.55	24.74	112.69	148.04	119.71	273.54
RB653_008687	CM069767.1	2081698	2082975	+	1278	344	396	248	388	184	256	220	412	372
RB653_008700	CM069767.1	2083029	2083504	-	476	108	122	64	22	3	44	32	72	128
RB653_008688	CM069767.1	2083511	2084607	+	1097	92	198	22	32	8	40	46	35	300
RB653_008702	CM069767.1	2085152	2090881	+	5730	858	10244.00	3841.00	1033	540	534	594	339	12366
RB653_008703	CM069767.1	2092457	2095885	+	3429	962	195	530	12297.50	5372	3586	8086	1371	3136
RB653_008704	CM069767.1	2096869	2098892	+	2024	90	70	48	2674	772	1422	1631	972	682
RB653_008705	CM069767.1	2099568	2103248	+	3681	2074	5772.33	2322	11046	15114	12500	11039	5862.00	16055
RB653_008719	CM069767.1	2103500	2104783	-	1284	7706	238	1526	20746.50	3708	2998	17392.00	1919	1633
RB653_008720	CM069767.1	2106460	2107263	-	804	512	192	306	828	132	453	616	592	504
RB653_008706	CM069767.1	2108885	2110003	+	1119	16084.00	7573.00	8387.00	9470.00	4219.00	11155.00	19237.00	7296.22	10373.00
RB653_008721	CM069767.1	2110214	2111878	-	1665	35	10	28	1702	92	370	1045	850	2497
RB653_008707	CM069767.1	2113465	2115009	+	1545	30405	6470	36958.00	161264.60	95474.10	88033.67	129369.37	63091.83	58849
RB653_008708	CM069767.1	2115869	2116576	+	708	35963.00	5343	17252	132	60	280	1324	122	10538.00
RB653_008722	CM069767.1	2118262	2120335	-	2074	550	18316	23225	1870	2082	4386	2500	3194	17714
RB653_008709	CM069767.1	2121043	2125210	+	4168	179	8225	1176	898	794	2268	1238	1062	12488
RB653_008723	CM069767.1	2125187	2126429	-	1243	1042	546	756	404	627	364	580	355	581
RB653_008710	CM069767.1	2126730	2130427	+	3698	57.16	252.00	112.51	51.55	155.69	258.20	97.59	37.05	501.64
RB653_008711	CM069767.1	2130781	2131679	+	899	831	564	437	1525	8670	4030	2351	1985	2293
RB653_010937	CM069767.1	2132952	2133024	-	73	0	0	0	0	1	4	4	2	12
RB653_008712	CM069767.1	2134005	2138170	+	4166	392	2089	531	3382.20	1261	3404	3131	1247	6129.00
RB653_008724	CM069767.1	2138403	2139176	-	774	8	2	2	760	44	356	1122	5680	176
RB653_008725	CM069767.1	2139930	2140868	-	939	9311	4807	6442	8708	6776	6174	12030	5387	5282
RB653_008726	CM069767.1	2141456	2142653	-	1198	1866	208	716	2510	1895	896	1524	834	888
RB653_008727	CM069767.1	2143077	2144304	-	1228	5551	1660	2858.00	1066	280.00	280	318	206	1982
RB653_008735	CM069767.1	2144708	2145100	-	393	112358.82	18109.00	50452.67	4675.00	218	574	1580	340	42672.50
RB653_008728	CM069767.1	2146301	2147036	-	736	826	30	146	11906	3745.90	5827	9996	9215	1552
RB653_008713	CM069767.1	2148727	2150130	+	1404	643	1018	426	4246.50	2098	3497	3323.00	1307.00	2112
RB653_008714	CM069767.1	2150471	2153376	+	2906	432	12832	1875	2376	6066	4054	876	2738	2158
RB653_008715	CM069767.1	2154589	2155197	+	609	1270	818	1688.00	474	385	467	816	888	1742.75
RB653_008729	CM069767.1	2155477	2160709	-	5233	250	36	122	2389	2079	3572	2318	1696	2209
RB653_008730	CM069767.1	2161644	2164323	-	2680	154	374.50	176	364	199	371.65	334	176.40	687
RB653_008731	CM069767.1	2164510	2166045	-	1536	198	4	24	1114	1488	1261	1022	932	512
RB653_008716	CM069767.1	2166570	2167509	+	940	2869	756	1942	1208	1596	710	628	644	1080
RB653_008732	CM069767.1	2167479	2169244	-	1766	890	424	1020	356	332	192	256	286	462
RB653_008717	CM069767.1	2170737	2171447	+	711	327	278	1484	358	144	198	164	200	354
RB653_008733	CM069767.1	2178320	2180230	-	1911	318	28	168	782	1550	520	834	588	164.50
RB653_008718	CM069767.1	2183492	2187676	+	4185	761	2752	876	12481	8916.00	17916.00	12260.00	13480	22650
RB653_010938	CM069767.1	2189143	2189215	-	73	0	0	0	0	0	0	0	0	0
RB653_008736	CM069767.1	2189953	2191357	+	1405	432	170.00	284	168	150	108	328	106	566
RB653_008737	CM069767.1	2191907	2193217	+	1311	220	1086	1900.00	265	868	1052	696	1018	2628.00
RB653_008738	CM069767.1	2193812	2195155	+	1344	13456	5183	15092.00	17164.50	20932	24398.00	27816.00	22613.00	14913
RB653_008739	CM069767.1	2195865	2196446	+	582	90990	117012	146316.08	6839	15643	6120	8196	6208	93672.14
RB653_008755	CM069767.1	2196513	2197763	-	1251	78	150	176	108	24	108	56	104	172
RB653_008756	CM069767.1	2198016	2198990	-	975	390	232	136	410	1730	212	198	78	430
RB653_010746	CM069767.1	2199245	2199339	-	95	2	0	6	8	16	8	6	6	8
RB653_008757	CM069767.1	2200006	2202718	-	2713	166	320	172	3060	3208	3725	4169	4402	1586
RB653_008740	CM069767.1	2205738	2208506	+	2769	144.24	1107.17	338.45	1176.16	6549.14	7024.97	2939.00	3079.87	10414.84
RB653_008741	CM069767.1	2211199	2215341	+	4143	32	74.67	32	1540	478	2154	1650	2952	3340
RB653_008742	CM069767.1	2219124	2220254	+	1131	12613.32	109095.15	128677.08	4096.76	74237.58	39972.53	55286.73	47543.73	225938.82
RB653_008758	CM069767.1	2220332	2222487	-	2156	180	36	46	4798	2720	4944	6353	5429.00	5161
RB653_008759	CM069767.1	2225755	2228040	-	2286	1852	1350	782	812	388	378	218	218	1392
RB653_008743	CM069767.1	2230713	2234404	+	3692	3.83	13.25	0.54	8.67	17.15	49.38	28.23	8.25	277.26
RB653_008744	CM069767.1	2235201	2238215	+	3015	80	170	77	114	10	36	40	58	362
RB653_008760	CM069767.1	2238181	2238822	-	642	1229	344	907	89	90	52	106	98	268
RB653_008745	CM069767.1	2238935	2240336	+	1402	30	22	102	4	6	10	6	0	40
RB653_008761	CM069767.1	2241094	2241376	-	283	0	0	0	6	0	8	6	2	18
RB653_008746	CM069767.1	2244416	2248885	+	4470	220	96.20	177.40	10839.67	9736.33	21883.65	12859.03	6528	4108.25
RB653_008747	CM069767.1	2249661	2252825	+	3165	376	4228	2106	1790	9872.00	8689	5648	4220	12910
RB653_008748	CM069767.1	2252925	2254574	+	1650	142	174	64	22	33	10	52	20	148
RB653_008762	CM069767.1	2254606	2255049	-	444	481	91	397	66	28	44	22	34	125
RB653_008763	CM069767.1	2255195	2256543	-	1349	1038	4240	1996	308	634	326	274	162	3054
RB653_008749	CM069767.1	2257207	2257827	+	621	714	308	418	356	328	124	80	124	492
RB653_008764	CM069767.1	2257920	2260079	-	2160	7116	1298	2332	2560	2740	2308	2254	1635	1309
RB653_008750	CM069767.1	2260612	2261556	+	945	3327	1537	2493	196	153	177	199	80	898
RB653_008765	CM069767.1	2261190	2262271	-	1082	2861	854	2552	220	86	373	481	459	940
RB653_008766	CM069767.1	2262382	2266274	-	3893	152	812	324	606	5230	2720	838	1258	6226
RB653_008751	CM069767.1	2266418	2267473	+	1056	80	102	42	150	82	90	194	146	188
RB653_008752	CM069767.1	2272988	2274358	+	1371	1754.00	440	664	487.50	6	572	922	171	4909
RB653_008767	CM069767.1	2275044	2275748	-	705	26	18	4	20	9	14	14	4	37
RB653_008768	CM069767.1	2275905	2276618	-	714	3138	1152	2164	420	209	212	338	290	742
RB653_008753	CM069767.1	2277051	2279551	+	2501	32364	10147.00	14609	10092	5668	3332.50	3483	2184	8179
RB653_008754	CM069767.1	2280930	2283049	+	2120	10435	5632	2629	18762.50	21750.50	18770.50	29557.50	9223	12105.50
RB653_008769	CM069767.1	2283272	2284303	-	1032	1483	281	362	56	10	32	40	12	1015
RB653_008787	CM069767.1	2284864	2285994	-	1131	12856.55	105465.75	124837.03	4374.72	74757.40	41083.30	51401.76	41718.66	224525.33
RB653_008788	CM069767.1	2286408	2291020	-	4613	420	11617	4294	1935	6110	3057	1683	1492	19840
RB653_008789	CM069767.1	2291614	2292651	-	1038	3642	1920	4559.00	466	204	170	428	327	1517
RB653_008790	CM069767.1	2293440	2295107	-	1668	715	733	949	234	138	168	231	232	748
RB653_008791	CM069767.1	2295559	2296044	-	486	216	268.50	224	93	181	116	133	213.50	279
