# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "10" "-M" "--fraction" "-p" "-t" "gene" "-g" "Name" "-a" "../firmibasis_comparative_genomics/05_reference_genomes/ddis_combined_annotation.gff" "-o" "counts/counts_ddis.txt" "star_map_ddis/Ddis-0h-A.bam" "star_map_ddis/Ddis-0h-B.bam" "star_map_ddis/Ddis-0h-C.bam" "star_map_ddis/Ddis-16h-A.bam" "star_map_ddis/Ddis-16h-B.bam" "star_map_ddis/Ddis-16h-C.bam" "star_map_ddis/Ddis-24h-A.bam" "star_map_ddis/Ddis-24h-B.bam" "star_map_ddis/Ddis-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_ddis/Ddis-0h-A.bam	star_map_ddis/Ddis-0h-B.bam	star_map_ddis/Ddis-0h-C.bam	star_map_ddis/Ddis-16h-A.bam	star_map_ddis/Ddis-16h-B.bam	star_map_ddis/Ddis-16h-C.bam	star_map_ddis/Ddis-24h-A.bam	star_map_ddis/Ddis-24h-B.bam	star_map_ddis/Ddis-24h-C.bam
ndc80	NC_007090.3	1379527	1382094	+	2568	70	126	46	204	364	108	92	74	212
fam32	NC_007090.3	1382400	1382738	-	339	745	427	761	944	400	106	448	504	519
pigA	NC_007090.3	1382938	1384703	+	1766	394	526	306	662	604	934	580	478	732
erkB	NC_007090.3	1385123	1386548	-	1426	25149	13669	10081	42923.40	21852.00	38262.50	26225.00	18533.00	17037
DDB_G0283967	NC_007090.3	1387486	1393254	+	5769	244	422	316	705	526	178	376	338	460.50
pkaC	NC_007090.3	1394958	1397005	+	2048	704.00	5682.64	2553.49	4245.92	21306.64	14162.33	5954.00	5722.62	13771.03
DDB_G0284005	NC_007090.3	1397618	1397902	-	285	92	8	19	10334	2064	450	1387	2109	911
DDB_G0284007	NC_007090.3	1398686	1399744	-	1059	629	302	248	798	885.00	380.17	466	631	517
trmt11	NC_007090.3	1400103	1401870	+	1768	106	136	150	120	180	96	214	570	264
DDB_G0283971	NC_007090.3	1402443	1405050	-	2608	827	7305.00	4886.00	1835	6018	6444.00	3565.00	3811	6570
DDB_G0283973	NC_007090.3	1405614	1407920	+	2307	514	3464.00	1678.00	152	496	358	438	851	1496
DDB_G0283975	NC_007090.3	1408395	1409228	+	834	1529	1957	1669	72	12	44	283	294	350
DDB_G0283977	NC_007090.3	1409294	1411915	-	2622	528	3448	1702	463	574	400	380	822	966
DDB_G0283979	NC_007090.3	1413537	1417136	+	3600	14	128	70	7336	15211	2017	2892	3724	7095
pms1	NC_007090.3	1418066	1421134	-	3069	78	668	207.40	157.40	553.00	244	164	441.00	649.00
DDB_G0294559	NC_007090.3	1421546	1422592	-	1047	654	942	484	404.00	632	386	587	566	707
phr2AB	NC_007090.3	1423354	1425584	-	2231	11326.00	17331.00	8369	2862	12816	14949	10385	6986.50	16586
ubcC	NC_007090.3	1428069	1429134	+	1066	12178	4972	5479	28435.00	13105	18412	12502.50	7424	9850.50
DDB_G0284011	NC_007090.3	1429547	1430576	-	1030	3439	1015	2550	704	128	429	3281	2996	2375
spc25	NC_007090.3	1432537	1433609	+	1073	72	34	38	531.00	220	20	88	42	69
DDB_G0284015	NC_007090.3	1433731	1436234	-	2504	1721	2380	1486	370	394	572	1227	1126	1625
ddx10	NC_007090.3	1436851	1439670	+	2820	156	437	338	18	64	70	102	458	430
DDB_G0284025	NC_007090.3	1440123	1442348	-	2226	246	68	84	9713	11988	9963	5660	3971	5544
DDB_G0284019	NC_007090.3	1444241	1446775	-	2535	1821	1684	862	2634	3621	2811	2625	1862	2816
DDB_G0284021	NC_007090.3	1447496	1448281	-	786	818	642	524	842	240	88	326	336	232
bzpL	NC_007090.3	1449089	1450807	-	1719	2543	4103.00	3093	3797	3800	2844	2624	3798	3373
DDB_G0284031	NC_007090.3	1458434	1459279	+	846	26	10	6	132	120	23	54	20.33	44
DDB_G0284029	NC_007090.3	1459718	1462938	-	3221	411.70	1755.25	733.20	2608.25	4671.69	4911.00	2960	3301.83	6392.29
DDB_G0284049	NC_007090.3	1467489	1471225	+	3737	2	282	151	1932	15874.00	8396	3611.00	10415.67	11382
DDB_G0284051	NC_007090.3	1471982	1473605	+	1624	2781	1917	1339	3759	626	1722	1965	1375	1092
DDB_G0284053	NC_007090.3	1473938	1474783	+	846	462	258	392	530	182	32	242	398	240
DDB_G0284055	NC_007090.3	1474815	1476375	-	1561	1123	1357	2149	1683	1540	759	836	1704	1063
DDB_G0284057	NC_007090.3	1478033	1478404	+	372	44	4	14	2383	328	334	1069	1437	1520
DDB_G0284059	NC_007090.3	1478818	1482847	+	4030	360	2097	1008	480	1180	516	517	1116	1558
DDB_G0284061	NC_007090.3	1483793	1484774	+	982	0	0	0	2385	586	796	1157	482	692
DDB_G0284063	NC_007090.3	1485717	1486784	+	1068	0	12	16	14546	3231	660	3461	1248	1572.00
atp7a	NC_007090.3	1486936	1490134	-	3199	2024	5206.00	2173	1288	1891	2650	3066.00	1989.00	3041
DDB_G0284143	NC_007090.3	1490360	1492566	+	2207	32.50	42	28.50	16	14	2.00	35.50	37.00	24.00
DDB_G0284065	NC_007090.3	1493285	1494732	-	1448	6049	7415	5550	8712	7289	10609	8477	5562	6855
clybl	NC_007090.3	1497378	1498460	+	1083	2478	2131	2645	3452	1643.50	1048	1009	901	1232
DDB_G0284069	NC_007090.3	1498595	1499943	-	1349	143	119	189	38	44	26	142	258	147
rcdII	NC_007090.3	1500251	1502171	-	1921	11218.50	9104.50	10103.50	12623	8920.00	2681	9324.00	9398	6246
rnrA	NC_007090.3	1503516	1506219	+	2704	3869.50	6437.50	6229.00	16034.00	10368.00	25563.50	9970.00	8710.00	11595.50
DDB_G0284073	NC_007090.3	1506777	1509678	+	2902	244	316	186	184	326	230	256	274	426
dhkG	NC_007090.3	1509861	1520159	-	10299	16	94	28	558	2475	941	656	1042	1311
sapA	NC_007090.3	1521553	1523257	+	1705	15518.00	8361	9289.50	1476	302	520	7774	5301	4461
DDB_G0284145	NC_007090.3	1523365	1525118	-	1754	218	356	178	16	12	10	116	72	140
elp1	NC_007090.3	1525708	1529993	+	4286	158	1614	1152	74	374	332	654	2128	1997
DDB_G0284077	NC_007090.3	1530962	1532422	+	1461	0	0	0	0	0	150	176	112	110
DDB_G0284147	NC_007090.3	1532512	1533541	-	1030	36	22	10	148	78	16	42	26	54
DDB_G0284149	NC_007090.3	1533705	1535576	-	1872	1629	859	1108	2687	923.00	926	1510	1804.00	936
efa1B	NC_007090.3	1535647	1536451	+	805	10013	85649.67	83552	3343	4538	23863	35909.00	31757.00	38381.50
DDB_G0284151	NC_007090.3	1536747	1537854	+	1108	204	80	44	866	446	568	468	428	332
DDB_G0284079	NC_007090.3	1538387	1539423	+	1037	2365	1178	1722	2806	1387	1236	1705	1760	1178
DDB_G0284081	NC_007090.3	1540693	1540920	-	228	9.00	87.50	116.00	15.00	57.00	9	20.50	139.50	67.00
abcF2	NC_007090.3	1542455	1544698	-	2244	891.00	20540.50	18629.75	2784.50	7964.00	14749.50	5435.00	21964.50	15123.00
DDB_G0284153	NC_007090.3	1545923	1547930	-	2008	98	290	116	56	180	112	144	144	174
DDB_G0284083	NC_007090.3	1548205	1549203	+	999	208	156	106	358	104	24	80	106	82
DDB_G0284085	NC_007090.3	1549462	1550559	+	1098	70	34	14	24	4	14	22	18	14
DDB_G0284087	NC_007090.3	1550807	1554172	+	3366	80	56	92	90	63	54	144	340	290
CYP519B1	NC_007090.3	1554448	1556063	-	1616	1838	959	973	304	56	84	724	348	404
DDB_G0284091	NC_007090.3	1556685	1557407	-	723	5420.00	2145	3008.00	35157.00	7077.50	7652	3717.00	2180.00	1867.00
rps16	NC_007090.3	1558362	1559293	+	932	133071.50	115234.00	121149	14090.00	2355.50	13048.00	39890.00	33445	35781
DDB_G0284095	NC_007090.3	1559578	1560556	-	979	62	12	2	260	26	82	104	80	78
DDB_G0284155	NC_007090.3	1561847	1565439	+	3593	240	556	334	646	798.50	326	543	973	999
DDB_G0284097	NC_007090.3	1565830	1568043	-	2214	894	28687.50	11841.22	972	5507	6319	7463	4687	10384.00
DDB_G0284099	NC_007090.3	1569018	1570493	-	1476	1106	835	593	1909	2382	3402	5356	3744	5112.00
snrpA1	NC_007090.3	1571395	1572487	+	1093	517	698	445	728	440	170	1093	1061	972
mybZ	NC_007090.3	1573183	1575363	-	2181	483	6370	2755.00	1831.50	8301	9228	13891	10626	11882.50
DDB_G0284105	NC_007090.3	1580531	1582704	-	2174	385	448	494	1711	1228	406	496	800	587
DDB_G0284157	NC_007090.3	1583322	1586939	+	3618	986	2158	1482	5102	5158	6144	3660	3034	3092
DDB_G0284159	NC_007090.3	1587934	1588758	+	825	0	0	0	0	0	18	0	4	0
tRNA-Ser-UGA-8	NC_007090.3	1589109	1589190	-	82	2	0	0	0	0	2	0	4	0
pgtC	NC_007090.3	1589376	1592573	-	3198	80	343	76	438	1008	172	340	534	756
DG1039	NC_007090.3	1593040	1595399	+	2360	374	2859	1538	1018	3297.00	2426	1308.50	2367.67	3546.00
pprA	NC_007090.3	1595576	1596770	-	1195	1419	994	1058	1892	674	106	682	998	624
DDB_G0284161	NC_007090.3	1597279	1597774	+	496	984	429	662	246	22	32	173	264	200
DDB_G0284163	NC_007090.3	1598186	1598452	+	267	0	0	0	6	0	2	0	0	0
DDB_G0284109	NC_007090.3	1599639	1600013	+	375	158.50	46	111	11727.50	5934.50	4253	3043	3186	2012.67
DDB_G0284111	NC_007090.3	1601233	1601607	+	375	882	213	923	88.00	21.00	13	40	130	37
DDB_G0284113	NC_007090.3	1602053	1605870	-	3818	733	9648	1647	790	6490	10199.00	4885	9281	15019
DDB_G0284165	NC_007090.3	1606151	1606472	-	322	182	241	135.00	173	114	24	122	270	358
DDB_G0284115	NC_007090.3	1607949	1608528	+	580	3104.00	1336.00	2066	3477	286	74	698	847	686
phbB	NC_007090.3	1608856	1609984	+	1129	12841	7810	8098.29	5447	1672	917	3158	2175	2352
DDB_G0284167	NC_007090.3	1610129	1611458	-	1330	1792	58249.00	42286.50	4201	19737.00	71769.50	31099.00	31815.00	41645.00
DDB_G0284169	NC_007090.3	1612603	1613308	-	706	37460.00	18563	20973	22877	10538	7944	29054	29477	11088.00
DDB_G0284119	NC_007090.3	1614014	1614774	-	761	163	38	54	458	132	395	1094	4068	638
DDB_G0284121	NC_007090.3	1615547	1616458	-	912	703	300	202	108	15	26	608	248	348
DDB_G0284123	NC_007090.3	1616735	1617128	-	394	358	121	112	37	16	4	322	146	247
DDB_G0284125	NC_007090.3	1617357	1618926	-	1570	268.00	585	628	707	1081	920	750	1049	908.00
DDB_G0284127	NC_007090.3	1619168	1620657	+	1490	280	489.67	358	398	840	241	750	1206.67	1372
E2F	NC_007090.3	1622284	1624946	+	2663	111	410	236	1066	1660	1092	567	864	1246.40
DDB_G0284131	NC_007090.3	1625572	1627560	+	1989	14	2	0	60	33	60	26	10	14
DDB_G0284133	NC_007090.3	1629570	1632993	+	3424	820.96	8406.05	4087.57	748.09	5614.58	6683.86	3402.97	4102.35	7404.93
DDB_G0284135	NC_007090.3	1634829	1637741	+	2913	212	645	400	1443	1568	1500	1010	942	1638
DDB_G0284137	NC_007090.3	1638105	1639565	-	1461	906	136	288	616	388	66	499	588	426
DDB_G0284139	NC_007090.3	1640056	1641798	-	1743	272	466	228	322	308	146	232	232	280
DDB_G0284179	NC_007090.3	1643368	1645262	-	1895	2	2	0	2	4	2	28	20	20
DDB_G0284171	NC_007090.3	1645755	1651739	-	5985	630	4210	1574	4105.00	9272	6025.00	2552	4240	6325.00
DDB_G0284173	NC_007090.3	1652572	1653456	-	885	172	108	116	38	20	24	42	72	90
DDB_G0284175	NC_007090.3	1653717	1656680	+	2964	212	440	236	194	336	130	212	300	418
DDB_G0284177	NC_007090.3	1658818	1662279	+	3462	1095.50	319	316	4887.00	6236.00	3803	5492.50	6328.50	5387.00
r23C	NC_007090.3	1662690	1662746	-	57	1	0	0	0	0	0	0	2	0
r24A	NC_007090.3	1663884	1663941	+	58	1	4	0	0	0	0	3.50	2	0
DDB_G0284305	NC_007090.3	1664505	1666097	+	1593	0	1	0	0	0	1.33	0	0.33	3.17
r23B	NC_007090.3	1666945	1667001	-	57	3	0	0	0	0	0	2	2	0
r53	NC_007090.3	1667874	1667905	+	32	1	1.50	0	0	0	0	0	0	1
r26	NC_007090.3	1668202	1668259	+	58	32	7	18	53	6	8	15.50	15	8
r23A	NC_007090.3	1668807	1668863	-	57	31	7	12	36	9	1	16	6	2
DDB_G0284189	NC_007090.3	1669261	1670304	+	1044	1513	2350	1650	254	234	164	2176	852	1035
DDB_G0284191	NC_007090.3	1670895	1673099	+	2205	10	8	4	18	4	6	18	8	26
DDB_G0284193	NC_007090.3	1673200	1674670	+	1471	0	2	0	0	0	0	6	4	0
r24B	NC_007090.3	1675652	1675709	-	58	0	0	0	2	0	0	0	0	0
r54	NC_007090.3	1675966	1676021	+	56	0	0	0	0	0	0	0	0	0
DDB_G0284195	NC_007090.3	1676837	1679614	-	2778	400	594	270.00	596	584	270	368	330	589
proS	NC_007090.3	1680128	1681774	+	1647	474.00	19084	16105	434	2614	6074	2592.00	8805	7568
DDB_G0284199	NC_007090.3	1682534	1683645	-	1112	32	29	16	4371.50	779	90	309	220	226
DDB_G0284201	NC_007090.3	1684869	1685329	+	461	9092	4151	5722	12631	3412	442	5310	5714	2975
kynu	NC_007090.3	1685557	1686979	-	1423	2161	2870	2484	1324	822	1041	884	1206	1026
ubl5	NC_007090.3	1687407	1687951	-	545	1372	770	1234	3759	722	194	1002	1514	922
DDB_G0284297	NC_007090.3	1688121	1688549	-	429	0	0	0	4	0	0	0	0	0
DDB_G0284207	NC_007090.3	1688943	1690025	+	1083	14	6	15	65	30	430	73	314	205
DDB_G0284209	NC_007090.3	1690478	1691446	-	969	476	334	418	147	120	126	274	357	191
DDB_G0284213	NC_007090.3	1693957	1696086	-	2130	406	307	266	378	551	358	493	634.00	609
DDB_G0284215	NC_007090.3	1696235	1696537	-	303	11	8	1	0	2	25	1	1	3
krsA	NC_007090.3	1697612	1699450	-	1839	3630	9313	5880	3578	5981	6868	4427	6842	5076
DDB_G0284217	NC_007090.3	1700271	1701885	-	1615	5330.50	3998.00	2827	2275	1735	1900	2462.00	954	1983.50
DDB_G0284219	NC_007090.3	1702610	1704995	-	2386	595	699	498	282	316	518	483	376	610
atox1	NC_007090.3	1705613	1706032	-	420	10812	3975	7687	9191.50	1698	587	3374	4234	2015.50
DDB_G0284307	NC_007090.3	1707062	1708958	+	1897	9370	6865.50	8124	7116.50	4035	1705	4721	5006	4126.00
DDB_G0284311	NC_007090.3	1711370	1712269	+	900	1559	609	666	3123	1833	2186	1143	2091	1278
DDB_G0284223	NC_007090.3	1712491	1714131	-	1641	2266	3192	2426	2971	1647	2642	2352	3424	2175.50
ucpC	NC_007090.3	1714783	1716647	+	1865	2339	1778	1274	4517	1470	1860	1684	1624	1106
DDB_G0284227	NC_007090.3	1717119	1721366	+	4248	78	548.00	234	68	244	164	146	286.00	390
DDB_G0284229	NC_007090.3	1721453	1721674	-	222	2	0	0	0	2	0	1	0	0
DDB_G0284231	NC_007090.3	1721739	1722697	-	959	0	0	0	2	0	2	3	4	0
DDB_G0284233	NC_007090.3	1723068	1723329	+	262	0	0	0	201	10	1	35	28	32
DDB_G0284235	NC_007090.3	1723675	1725068	-	1394	323	239	166	2847	624	427	916	956	663
tbcC	NC_007090.3	1725990	1727775	-	1786	286	178	242	214	134	50	113	112.00	118
DDB_G0284315	NC_007090.3	1728697	1729626	+	930	8041	866	398	83501.50	20032	41510	11575	9121	7848
rps12	NC_007090.3;NC_000895.1	1729814;34094	1730224;34516	-;+	834	38605.00	105050.50	129711.00	4702	1468	8998.00	27452	23972	33032
DDB_G0284239	NC_007090.3	1731488	1733684	+	2197	10	96	10	2	10	3328	410	512	580
DDB_G0284241	NC_007090.3	1733961	1735439	+	1479	872	754	784	834	494	94	454	380	439
DDB_G0284243	NC_007090.3	1735866	1737435	-	1570	5668	16357	7756.00	2450.00	6548	6429	7461.00	6142	11216
DDB_G0284317	NC_007090.3	1740434	1740908	+	475	10	22	8	24	0	12	26	8	12
sympk	NC_007090.3	1741477	1746822	+	5346	142	1600	671.67	452	1268.97	756	436	798.07	1681.25
DDB_G0284245	NC_007090.3	1747466	1748910	-	1445	1276	3268.00	2146	1142.00	1441.50	1852	1525.00	2088	2535
DDB_G0284247	NC_007090.3	1749570	1751523	+	1954	82	84	74.20	84	36	6	98	102	112
DDB_G0284249	NC_007090.3	1751734	1754028	-	2295	682	5477	3577	338	1371	1714	608	1716	2040
DDB_G0284251	NC_007090.3	1754346	1756247	-	1902	1654	567	226	3063.67	481	999	2094	2190	1528
DDB_G0284253	NC_007090.3	1758153	1759359	-	1207	3283	1508	2073	4077	790	312	2169.00	1811	1462
DDB_G0284321	NC_007090.3	1760065	1764027	+	3963	1102	1662	664	682	1733.00	1560	1031	912.50	2514
DDB_G0284301	NC_007090.3	1771397	1771740	-	344	0	0	0	46	54	13	22	35	41
DDB_G0284255	NC_007090.3	1777902	1780775	+	2874	1560	1697.33	1309.65	4259.95	20756.06	24059.00	19200.00	11702.73	23373.75
dph1	NC_007090.3	1781348	1782846	-	1499	360	292	362	264	492	574	704	796.00	746.25
ppil2	NC_007090.3	1783122	1785177	+	2056	340	374	360	560	905	1064	754	1060	969
DDB_G0294595	NC_007090.3	1785353	1787081	+	1729	76	116	120	10	8	8	72	62	56
DDB_G0284259	NC_007090.3	1787150	1790086	-	2937	4384.00	14988.50	10904.00	341	338	1230	2670	3208.50	3915
syn6	NC_007090.3	1791019	1791714	+	696	395	120	232	96	23	20	46	66	80
DDB_G0284303	NC_007090.3	1792427	1792983	+	557	0	0	0	104	36	1613	450.00	1102	262
nxnB	NC_007090.3	1793617	1795080	+	1464	0	2	2	4	6	32	186	940	382
DDB_G0284263	NC_007090.3	1795281	1797504	-	2224	1076	1136	898	2336	886	626	560	718	788
ppa1	NC_007090.3	1798190	1799209	+	1020	18995.25	21085	19689	14534	8332	17328	9050	10136	9740
eIF2a	NC_007090.3	1799493	1801319	-	1827	663	10461	5394	1310	8340	11068	5605	5314.00	8445
DDB_G0284269	NC_007090.3	1801396	1804443	+	3048	10	77	59	40	96	140.00	66	68	95
tRNA-Lys-UUU-15	NC_007090.3	1802373	1802445	-	73	0	0	0	0	0	0	0	0	0
DDB_G0284271	NC_007090.3	1804849	1806154	+	1306	2	0	0	0	0	0	2	0	0
DDB_G0284273	NC_007090.3	1806777	1808384	+	1608	733	937	722	1701	1675	674	1107	1285	1304
DDB_G0284325	NC_007090.3	1809449	1811827	+	2379	238	58	38	3716	3862	4439	2146	3984	2550
tmem184F	NC_007090.3	1812405	1813706	+	1302	0	6	2	16297	1823	488	875	496	494
Dd5P2	NC_007090.3	1813905	1819443	-	5539	292	960	482	997	3742	2546	1634	2421	3533
DDB_G0284275	NC_007090.3	1820423	1821487	+	1065	197	118	102	340	504	305	331	444	420
DDB_G0284277	NC_007090.3	1821556	1822490	-	935	1971	4204	6540	348	180	182	724	1949	1084
DDB_G0284279	NC_007090.3	1823079	1826285	-	3207	58	484	228	48	56	62	42	90	82
DDB_G0284281	NC_007090.3	1827185	1830211	-	3027	80	329.95	190.97	266.50	673.56	177.18	196	476.77	716.13
DDB_G0284283	NC_007090.3	1832487	1832739	+	253	0	0	4	11492	1852	70	76	90	32
DDB_G0284285	NC_007090.3	1833656	1833907	+	252	19	24	22	6	10	2	22	14	16
DDB_G0284287	NC_007090.3	1834114	1834675	-	562	8	0	2	5465	1234	704	218	574	240
DDB_G0284289	NC_007090.3	1835474	1837830	-	2357	541	4737	1895	595.67	4506	2080	745	2408	5220.00
gatC	NC_007090.3	1839037	1839437	-	401	1154	427	611	216	60	14	371	150	210
hbx10	NC_007090.3	1841189	1843317	+	2129	325	808	464	28	137	192	679	872	1167
DDB_G0284295	NC_007090.3	1844275	1845881	+	1607	676	14	140	62	34	2539	1157	4174	504
rcdK	NC_007090.3	1846274	1849299	-	3026	3513	4296.40	1563	6515.40	13600.40	22116.00	17246.80	13408.00	20017.29
DDB_G0284337	NC_007090.3	1851676	1855620	+	3945	230	868	338	150	252.73	466	567	582.50	818
DDB_G0284339	NC_007090.3	1855900	1856883	+	984	5908	3582	3070	426	80	166	2519	1190	1719
lyrm5	NC_007090.3	1857300	1858168	+	869	124	86	76	719	238	42	134	116.50	76
DDB_G0284443	NC_007090.3	1858931	1860087	+	1157	917	515	502	1515	522	300	1100	1032	594
DDB_G0284343	NC_007090.3	1860277	1861465	-	1189	208	128	136	783	500	152	386	1495	363
CYP556A1	NC_007090.3	1862286	1864421	+	2136	2	18	0	3037.00	3214.00	1432	1280	5279.00	2000.00
vps4	NC_007090.3	1865073	1866634	+	1562	8188.00	7394.67	5978.00	9631	6716.00	13254.50	10942.00	9489.00	8440.50
gdap2	NC_007090.3	1866926	1868766	-	1841	454	579	295	238	360	192	296	560	266
DDB_G0284351	NC_007090.3	1869385	1870278	+	894	0	27	12	11995	4236.00	1384	2330	1453	1212
osbI	NC_007090.3	1870805	1872192	-	1388	761	104	92	24546	9941	15415	9163	11355	8220.00
DDB_G0284355	NC_007090.3	1873789	1876121	+	2333	328	456	300	758	736	213	445	442	684
plbD	NC_007090.3	1876303	1878098	+	1796	1852	510	434	8067	5758	7216	3617	8958	3016
DDB_G0284445	NC_007090.3	1878838	1879515	-	678	4.29	13.82	6	9	19.07	29.64	16.67	11.00	16.54
tRNA-Ile-AAU-10	NC_007090.3	1879566	1879638	+	73	0	0	0	0	0	0	0	2	2
DDB_G0284451	NC_007090.3	1880567	1881251	+	685	0	0	0	0.54	0	0.50	0	0	0.25
DDB_G0284357	NC_007090.3	1881383	1883622	-	2240	1863	4309.00	2358	704	1120.00	797	1262	2224.00	1420
phaZ	NC_007090.3	1884053	1885252	-	1200	5672	2885.00	2567	6891	1955	1900	2958.00	2723	1829
sslA1	NC_007090.3	1885441	1887301	-	1861	97.33	138.33	66.00	252.83	401.00	94.33	215.67	205.00	306.00
DDB_G0284361	NC_007090.3	1888546	1892124	-	3579	272.00	705.00	247.00	130.00	77.00	186	619.00	772.00	649.00
cf60	NC_007090.3	1892663	1894210	-	1548	8738.00	6473	6698	13246.00	4621	12984	7361	8889	6128
DDB_G0284365	NC_007090.3	1895020	1895769	+	750	473	62	135	4556.00	1555.00	946	911.00	1071	985
DDB_G0284367	NC_007090.3	1896160	1897120	-	961	3617	1604	1673	929	256	946	2467	2680	2034
DDB_G0284369	NC_007090.3	1898347	1899583	-	1237	3489	3254	2400	5457	3166	2278	4421	4606	3951
DDB_G0284371	NC_007090.3	1900513	1901488	+	976	934	775	432	1378	777	486	907.00	871	626
DDB_G0284373	NC_007090.3	1901736	1902909	-	1174	4	0	11	1879	633	198	892	1209	878
DDB_G0284453	NC_007090.3	1903726	1904903	-	1178	34	18	22	2719	1361	456	1106	1352	692
DDB_G0284375	NC_007090.3	1905434	1906586	-	1153	396	98	196	2507	940	648	674	992	754
DDB_G0284455	NC_007090.3	1906991	1909550	-	2560	388	329	221	394	596	314	503	409	668
DDB_G0284377	NC_007090.3	1909801	1912062	+	2262	50	10	22	1214	674	292	820	958	894
xpo5	NC_007090.3	1912156	1915705	-	3550	436	910	552	482	824	154	562	897.00	1006
DDB_G0284381	NC_007090.3	1916862	1920131	+	3270	718	5478	2957	2241	11833	9614	3903	6505	7554.00
DDB_G0284383	NC_007090.3	1920700	1923303	+	2604	352	1508	1166	37	178	138	323	1228	1250
syn10	NC_007090.3	1923544	1924484	-	941	4282	3414.00	4049	7049	4691	6004	4564	5316	3894
gefA	NC_007090.3	1926792	1928739	+	1948	2673.00	7269.00	4593.00	4801.00	15633	23762	11510.00	22423.00	13457.00
DDB_G0284387	NC_007090.3	1929000	1932341	+	3342	61	254	206	160	402	125	132	257	362
fia	NC_007090.3	1932445	1935469	-	3025	5485	8648	7321	4566	5342	8257	5062	5808	4938
DDB_G0284391	NC_007090.3	1935986	1938051	-	2066	237.33	127.00	66.33	264.50	301.33	234.33	293.00	207.33	350.00
DDB_G0284393	NC_007090.3	1939162	1940857	-	1696	39.83	8	7.33	982.33	969.83	838.50	452.17	286.33	367.50
DDB_G0284395	NC_007090.3	1942017	1943832	-	1816	50.83	17.50	32.83	172.83	202.83	179.00	124.83	156.33	156.00
DDB_G0284397	NC_007090.3	1944417	1945923	-	1507	414.50	354.00	309.00	112.00	48	145.50	395.50	663	535
lvsF	NC_007090.3	1946519	1950085	-	3567	242	1599	572	1256	2719	1873.00	1242	1722	2252
mybY	NC_007090.3	1950553	1952517	+	1965	597	1681.80	705	440.22	795	506	798	609.25	951.33
DDB_G0284401	NC_007090.3	1952708	1953586	-	879	2912	1468	2757.00	376	142	86	170	288	128
phf5a	NC_007090.3	1954324	1955003	-	680	639	415	427	538	159	139	284	212	188
mrpl15	NC_007090.3	1955406	1956629	+	1224	5395	4088	5496	3151	972	961.00	1688	1618	1770
regA	NC_007090.3	1956975	1959735	-	2761	6950.00	4770	3554	8018.00	11384.00	10195	16549.00	15439.00	15028.00
erg24	NC_007090.3	1962362	1963750	+	1389	10422	96817.80	73488.67	2957	1472	6548	18674	21397	21042.33
DDB_G0284409	NC_007090.3	1964242	1965187	+	946	895	1729	2031	542	210	103	361	805	462
dng1	NC_007090.3	1965235	1966608	+	1374	1174	987	990	4943	2336	1926	2729	2551	2301
DDB_G0284413	NC_007090.3	1967001	1967573	+	573	118	54	32	82	50	84	86	56	46
psmC3	NC_007090.3	1968066	1969603	+	1538	16309.00	11085.00	9296	7442.00	3015	6084	5578	2792.50	4112
DDB_G0284417	NC_007090.3	1970181	1970303	+	123	20	5	0	10	0	0	15	7	4
ercc4	NC_007090.3	1971161	1974139	+	2979	200	454	252	633	640	102	336	540	446
DDB_G0284457	NC_007090.3	1974366	1975576	+	1211	517	1318	738	165	118	130	471	355	430
med6	NC_007090.3	1975693	1976671	-	979	351	288	265	678	250	161	244	227	175
DDB_G0284423	NC_007090.3	1976888	1978486	+	1599	102	68	52	326	84	60	76	54	50
DDB_G0284425	NC_007090.3	1978561	1978800	+	240	52	30	52	128	114	26	78	98	100
DDB_G0284427	NC_007090.3	1979111	1980534	-	1424	2	0	0	868	396	42	433	250	268
DDB_G0284429	NC_007090.3	1981059	1981922	-	864	116	170	250	28	16	0	22	42	50
udpA	NC_007090.3	1983105	1983854	-	750	8228.00	8426	8019	947	1064	3566	2825	3666	2982
DDB_G0284433	NC_007090.3	1984663	1986076	+	1414	6170	5912	6296	5545.00	3222	5730	4638	5349	3597
DDB_G0284459	NC_007090.3	1986677	1990587	+	3911	190	4752.00	617	537	6177.00	3737	1259	3001	6658.25
pigB	NC_007090.3	1990910	1992815	+	1906	755	608	676	859	303	204	418	365	367
DDB_G0284437	NC_007090.3	1993267	1994253	+	987	88	26	36	114	88	80	102	62	92
DDB_G0284439	NC_007090.3	1994656	1997578	+	2923	290	638	378	420	572	331	481	703	555
DDB_G0284441	NC_007090.3	1997677	2000181	-	2505	3	48	40	2872.00	14628.00	5274	6697.00	4967.00	11312
DDB_G0284461	NC_007090.3	2003252	2005552	-	2301	1857	3237	2183	2259	3567	1794	3691	3850	3470
maea	NC_007090.3	2005913	2007284	-	1372	2066	1605	1416	3150	1655	636	1870	2029	1304
DDB_G0284547	NC_007090.3	2008237	2008455	+	219	4445	3736	7109	264	116	106.00	697	1145	890
DDB_G0284475	NC_007090.3	2010250	2017993	-	7744	616	2827	1220	1984	2730	804	1701.22	2486	2626
DDB_G0284477	NC_007090.3	2018714	2021851	+	3138	90	200.00	56	22	32	22	156	106	226.00
DDB_G0284479	NC_007090.3	2022587	2023366	+	780	43.00	102	74	2755.00	497.00	2485	312	306	94.00
